gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Slc16a12	3.95E-38	0.365263902	0.257	0.117	1.23E-33	HHP
Tagln2	4.32E-38	0.443891073	0.608	0.474	1.34E-33	HHP
Zwint	4.69E-38	0.304929919	0.449	0.273	1.46E-33	HHP
Lurap1l	6.63E-38	0.28279703	0.383	0.216	2.06E-33	HHP
Sh3bgrl	7.07E-38	0.277210502	0.546	0.363	2.19E-33	HHP
Chic2	1.03E-37	0.316971177	0.433	0.258	3.20E-33	HHP
Cpn1	1.18E-37	0.398280172	0.547	0.387	3.68E-33	HHP
Pacsin3	1.54E-37	0.303891157	0.369	0.205	4.78E-33	HHP
Aldh1a1	2.27E-37	0.30617104	0.304	0.149	7.05E-33	HHP
Canx	2.78E-37	0.321122245	0.745	0.537	8.63E-33	HHP
Zranb2	3.19E-37	0.26533297	0.531	0.337	9.92E-33	HHP
Cnih4	3.69E-37	0.274495774	0.456	0.285	1.15E-32	HHP
Ifngr1	4.26E-37	0.350072918	0.496	0.328	1.32E-32	HHP
Ccar1	5.32E-37	0.287462155	0.341	0.178	1.65E-32	HHP
Rrp1	6.22E-37	0.279045672	0.516	0.35	1.93E-32	HHP
Spg7	7.54E-37	0.272372165	0.307	0.15	2.34E-32	HHP
Set	8.80E-37	0.28577341	0.507	0.317	2.73E-32	HHP
Jmjd1c	1.01E-36	0.265320321	0.296	0.14	3.14E-32	HHP
Metap2	1.11E-36	0.259586052	0.687	0.495	3.46E-32	HHP
Usp34	1.21E-36	0.330467714	0.334	0.171	3.75E-32	HHP
Zcchc11	1.22E-36	0.300686717	0.262	0.119	3.80E-32	HHP
Gclm	1.25E-36	0.316622756	0.65	0.483	3.87E-32	HHP
Rtf1	1.55E-36	0.271291844	0.388	0.211	4.82E-32	HHP
Mgat1	2.31E-36	0.253469814	0.384	0.21	7.19E-32	HHP
Maea	2.56E-36	0.265243841	0.371	0.209	7.95E-32	HHP
Pdia3	4.05E-36	0.327906477	0.796	0.639	1.26E-31	HHP
Aig1	7.79E-36	0.324379902	0.483	0.323	2.42E-31	HHP
Fbxw9	7.95E-36	0.364775095	0.39	0.231	2.47E-31	HHP
Mier1	8.64E-36	0.279571092	0.392	0.216	2.68E-31	HHP
Fbxo21	9.48E-36	0.293110389	0.264	0.125	2.94E-31	HHP
St13	1.10E-35	0.320918213	0.617	0.439	3.41E-31	HHP
Ypel3	1.91E-35	0.307655203	0.452	0.294	5.94E-31	HHP
mt-Nd4l	2.10E-35	0.288256835	0.967	0.814	6.54E-31	HHP
Tcp1	3.47E-35	0.296983547	0.564	0.397	1.08E-30	HHP
Gars	4.93E-35	0.263557909	0.368	0.209	1.53E-30	HHP
Snrpb	8.46E-35	0.251473346	0.546	0.381	2.63E-30	HHP
Mrfap1	9.93E-35	0.29426529	0.623	0.45	3.08E-30	HHP
Eif4g2	1.21E-34	0.325526892	0.678	0.483	3.74E-30	HHP
Apob	1.44E-34	0.294592425	0.8	0.518	4.48E-30	HHP
Zfp292	1.45E-34	0.267653964	0.253	0.115	4.50E-30	HHP
Nr2f6	1.63E-34	0.338611346	0.474	0.303	5.05E-30	HHP
Tnrc6b	1.81E-34	0.309201261	0.252	0.113	5.61E-30	HHP
Utrn	2.21E-34	0.310888061	0.26	0.12	6.85E-30	HHP
Nsmf	2.34E-34	0.29404464	0.313	0.166	7.27E-30	HHP
Rhoa	2.68E-34	0.262376902	0.65	0.508	8.31E-30	HHP
Igfbp1	2.79E-34	0.389386299	0.915	0.737	8.66E-30	HHP
Actg1	3.03E-34	0.42508873	0.809	0.679	9.40E-30	HHP
Rhoc	3.73E-34	0.332797701	0.615	0.478	1.16E-29	HHP
Arhgap5	3.81E-34	0.355912586	0.333	0.18	1.18E-29	HHP
Laptm4a	4.27E-34	0.366387573	0.663	0.543	1.32E-29	HHP
Net1	4.98E-34	0.395143188	0.386	0.228	1.55E-29	HHP
Isyna1	5.11E-34	0.257828451	0.332	0.184	1.59E-29	HHP
Sf3b2	5.88E-34	0.265971124	0.458	0.279	1.83E-29	HHP
Lpin2	6.27E-34	0.427291171	0.449	0.281	1.95E-29	HHP
Ip6k2	6.62E-34	0.287860237	0.33	0.179	2.06E-29	HHP
Clcn3	6.99E-34	0.342899612	0.326	0.174	2.17E-29	HHP
Stxbp6	8.49E-34	0.295266999	0.33	0.182	2.64E-29	HHP
Zcchc7	1.48E-33	0.251537083	0.281	0.135	4.60E-29	HHP
Echdc2	1.52E-33	0.34862563	0.52	0.367	4.72E-29	HHP
Slc6a6	1.89E-33	0.349217397	0.376	0.218	5.86E-29	HHP
Sfpq	4.38E-33	0.302465301	0.432	0.253	1.36E-28	HHP
Srsf3	6.34E-33	0.27991003	0.503	0.324	1.97E-28	HHP
C4b	6.53E-33	0.471167348	0.581	0.402	2.03E-28	HHP
Snx4	7.94E-33	0.256108833	0.354	0.201	2.47E-28	HHP
Gcc2	1.09E-32	0.338204198	0.499	0.325	3.39E-28	HHP
Ywhag	1.31E-32	0.314810813	0.375	0.216	4.05E-28	HHP
Lrrfip2	1.44E-32	0.303625549	0.392	0.235	4.46E-28	HHP
Uri1	1.57E-32	0.278176	0.311	0.164	4.87E-28	HHP
Anapc5	1.76E-32	0.284652315	0.341	0.187	5.46E-28	HHP
Hspa4l	2.14E-32	0.314150592	0.266	0.132	6.64E-28	HHP
Mgea5	2.35E-32	0.317418656	0.255	0.12	7.30E-28	HHP
Cystm1	2.77E-32	0.292689626	0.55	0.399	8.61E-28	HHP
Agfg1	2.92E-32	0.300387134	0.256	0.123	9.08E-28	HHP
Fam213a	4.28E-32	0.333606881	0.53	0.38	1.33E-27	HHP
Srek1ip1	4.50E-32	0.256987288	0.333	0.183	1.40E-27	HHP
Psmd8	4.77E-32	0.311654253	0.62	0.487	1.48E-27	HHP
Gprc5c	6.03E-32	0.289598508	0.312	0.169	1.87E-27	HHP
Plin2	6.42E-32	0.298642415	0.663	0.501	2.00E-27	HHP
Myo1b	8.23E-32	0.312084799	0.415	0.258	2.56E-27	HHP
Aimp1	1.16E-31	0.255836433	0.563	0.403	3.59E-27	HHP
Ube2d2a	1.18E-31	0.268465797	0.551	0.399	3.68E-27	HHP
Serinc1	2.63E-31	0.25196516	0.48	0.319	8.17E-27	HHP
Senp6	3.37E-31	0.353346114	0.299	0.158	1.05E-26	HHP
Stub1	4.85E-31	0.270959358	0.576	0.429	1.51E-26	HHP
Cfl2	5.12E-31	0.26972725	0.495	0.339	1.59E-26	HHP
Cdc37	8.56E-31	0.252657349	0.49	0.334	2.66E-26	HHP
Rbm47	9.96E-31	0.344415691	0.27	0.137	3.09E-26	HHP
Wsb2	2.30E-30	0.255805741	0.273	0.137	7.15E-26	HHP
Lrp6	3.02E-30	0.301869585	0.269	0.134	9.39E-26	HHP
Fam3c	3.03E-30	0.30062044	0.531	0.377	9.41E-26	HHP
Ddah1	3.43E-30	0.300600481	0.567	0.416	1.07E-25	HHP
Huwe1	3.99E-30	0.296011729	0.341	0.189	1.24E-25	HHP
Rpl5	5.52E-30	0.254603455	0.775	0.612	1.71E-25	HHP
Nr1d1	6.03E-30	0.397105606	0.309	0.169	1.87E-25	HHP
Glmp	6.93E-30	0.286512928	0.491	0.349	2.15E-25	HHP
Acadm	7.12E-30	0.293199202	0.629	0.468	2.21E-25	HHP
Arfgef1	8.44E-30	0.333571061	0.268	0.135	2.62E-25	HHP
Akr1c13	9.91E-30	0.275261499	0.504	0.36	3.08E-25	HHP
Tm9sf3	1.70E-29	0.28094857	0.58	0.408	5.28E-25	HHP
Sltm	1.75E-29	0.265692677	0.362	0.211	5.42E-25	HHP
Rb1cc1	2.67E-29	0.278156121	0.275	0.141	8.30E-25	HHP
Jkamp	3.59E-29	0.258782179	0.336	0.195	1.11E-24	HHP
Ergic3	3.69E-29	0.320602797	0.514	0.381	1.14E-24	HHP
Hnrnpa0	4.22E-29	0.292863818	0.341	0.186	1.31E-24	HHP
Hmgcs2	4.82E-29	0.362704627	0.646	0.48	1.50E-24	HHP
Bmp1	5.33E-29	0.341294802	0.251	0.128	1.66E-24	HHP
Setd5	8.51E-29	0.280290536	0.326	0.18	2.64E-24	HHP
Cyp39a1	1.18E-28	0.306543716	0.289	0.157	3.67E-24	HHP
Tmem59	1.54E-28	0.288726381	0.623	0.498	4.77E-24	HHP
Tspo	1.71E-28	0.282471634	0.642	0.503	5.31E-24	HHP
Celf1	2.16E-28	0.282860449	0.375	0.221	6.72E-24	HHP
Aamp	2.65E-28	0.252913773	0.551	0.405	8.23E-24	HHP
Ndfip1	3.22E-28	0.317567056	0.535	0.411	1.00E-23	HHP
F12	3.52E-28	0.328044975	0.603	0.44	1.09E-23	HHP
Puf60	4.77E-28	0.265923706	0.48	0.343	1.48E-23	HHP
Chd9	5.53E-28	0.312658049	0.561	0.396	1.72E-23	HHP
Pqlc1	5.54E-28	0.27257548	0.409	0.259	1.72E-23	HHP
Btf3l4	6.50E-28	0.268135472	0.454	0.317	2.02E-23	HHP
Atp6v0e	8.23E-28	0.265709068	0.608	0.487	2.56E-23	HHP
Cited2	8.62E-28	0.254011409	0.272	0.143	2.68E-23	HHP
H2-Q7	9.23E-28	0.266060813	0.439	0.292	2.87E-23	HHP
Grb7	9.36E-28	0.262053858	0.319	0.184	2.91E-23	HHP
Sumo2	9.47E-28	0.296952584	0.615	0.495	2.94E-23	HHP
Lasp1	9.67E-28	0.351228172	0.407	0.256	3.00E-23	HHP
Tcea3	1.02E-27	0.285448151	0.607	0.456	3.18E-23	HHP
Eif4b	1.09E-27	0.260949786	0.375	0.224	3.39E-23	HHP
Zcchc6	1.28E-27	0.291122836	0.372	0.217	3.98E-23	HHP
Itih5	1.56E-27	0.325404147	0.527	0.376	4.84E-23	HHP
Cxcl13	1.87E-27	0.407552924	0.398	0.241	5.80E-23	HHP
Impa1	1.92E-27	0.269659043	0.403	0.264	5.97E-23	HHP
Polr2m	3.13E-27	0.25591082	0.347	0.206	9.73E-23	HHP
Tsn	4.05E-27	0.265780971	0.47	0.325	1.26E-22	HHP
Cpne3	4.17E-27	0.279778788	0.388	0.246	1.29E-22	HHP
Acaa1a	5.13E-27	0.259495333	0.574	0.421	1.59E-22	HHP
Zc3h15	5.78E-27	0.255706014	0.568	0.416	1.80E-22	HHP
Abcc3	6.68E-27	0.306462055	0.304	0.17	2.07E-22	HHP
Hypk	1.03E-26	0.313957309	0.373	0.225	3.20E-22	HHP
Sppl2a	1.21E-26	0.290231387	0.516	0.373	3.76E-22	HHP
Carhsp1	1.29E-26	0.27054278	0.503	0.351	4.01E-22	HHP
Rdx	1.83E-26	0.322590317	0.576	0.422	5.68E-22	HHP
B4galnt1	1.94E-26	0.266262005	0.437	0.297	6.01E-22	HHP
Epb41l5	2.11E-26	0.339190035	0.262	0.143	6.54E-22	HHP
Clk4	4.16E-26	0.25693679	0.302	0.169	1.29E-21	HHP
Pa2g4	7.33E-26	0.262230653	0.54	0.401	2.28E-21	HHP
Cyp4f13	9.76E-26	0.300542007	0.307	0.179	3.03E-21	HHP
Mettl26	9.79E-26	0.284776408	0.616	0.48	3.04E-21	HHP
Csde1	1.57E-25	0.267518006	0.44	0.29	4.87E-21	HHP
Hspa4	1.74E-25	0.257107845	0.508	0.363	5.39E-21	HHP
Ei24	1.75E-25	0.300473406	0.414	0.275	5.42E-21	HHP
D17Wsu92e	1.89E-25	0.309833848	0.388	0.245	5.86E-21	HHP
Dynlt3	2.27E-25	0.258235908	0.465	0.332	7.04E-21	HHP
Chd4	2.53E-25	0.271133822	0.356	0.213	7.85E-21	HHP
Dctn2	3.49E-25	0.271912709	0.454	0.324	1.08E-20	HHP
Nfia	4.67E-25	0.365924459	0.287	0.162	1.45E-20	HHP
Prkcsh	6.16E-25	0.261529427	0.539	0.393	1.91E-20	HHP
Slc25a17	6.45E-25	0.327589709	0.526	0.392	2.00E-20	HHP
Ube2r2	7.04E-25	0.298532816	0.446	0.318	2.19E-20	HHP
Eif3f	7.52E-25	0.278960249	0.539	0.414	2.33E-20	HHP
Klf9	8.00E-25	0.304542536	0.326	0.196	2.48E-20	HHP
Acbd5	8.07E-25	0.307401813	0.471	0.327	2.51E-20	HHP
Shtn1	8.15E-25	0.3077774	0.295	0.17	2.53E-20	HHP
Krt18	8.19E-25	0.546385221	0.812	0.682	2.54E-20	HHP
Wnk1	2.19E-24	0.257219193	0.347	0.206	6.79E-20	HHP
Tmem106b	2.38E-24	0.304996728	0.381	0.245	7.39E-20	HHP
Nudcd2	3.73E-24	0.29472525	0.416	0.286	1.16E-19	HHP
Nr5a2	4.94E-24	0.304024915	0.256	0.139	1.53E-19	HHP
Ddx1	5.59E-24	0.286124683	0.486	0.351	1.74E-19	HHP
Tmem176a	6.01E-24	0.296303883	0.749	0.61	1.87E-19	HHP
Desi2	7.20E-24	0.292837158	0.389	0.259	2.24E-19	HHP
Ly6e	7.70E-24	0.281907024	0.819	0.69	2.39E-19	HHP
Trip12	2.12E-23	0.269433329	0.328	0.195	6.58E-19	HHP
Hdgf	2.57E-23	0.309154444	0.497	0.361	7.99E-19	HHP
Nedd4l	3.85E-23	0.3160085	0.252	0.139	1.19E-18	HHP
Osgin1	4.04E-23	0.387783968	0.443	0.301	1.25E-18	HHP
Mia2	7.76E-23	0.303849221	0.57	0.424	2.41E-18	HHP
Fst	7.99E-23	0.496626856	0.399	0.272	2.48E-18	HHP
Pcbp1	9.10E-23	0.263975814	0.658	0.549	2.83E-18	HHP
Prkd3	9.75E-23	0.287007414	0.292	0.173	3.03E-18	HHP
Dapk1	1.79E-22	0.317479355	0.251	0.138	5.57E-18	HHP
Atp9a	4.05E-22	0.35729941	0.273	0.157	1.26E-17	HHP
Cebpz	4.34E-22	0.292475584	0.359	0.23	1.35E-17	HHP
Abcb4	7.09E-22	0.368000612	0.303	0.185	2.20E-17	HHP
St6gal1	5.75E-21	0.305448834	0.336	0.215	1.79E-16	HHP
Hif1a	6.83E-21	0.259001986	0.358	0.227	2.12E-16	HHP
Ankrd17	6.89E-21	0.260754149	0.257	0.144	2.14E-16	HHP
Fam20a	6.98E-21	0.269338795	0.299	0.185	2.17E-16	HHP
Ube3a	1.53E-20	0.257020567	0.36	0.236	4.74E-16	HHP
8430408G22Rik	3.14E-20	0.361161197	0.65	0.537	9.75E-16	HHP
Arl5a	2.18E-19	0.297560886	0.304	0.19	6.77E-15	HHP
Tecr	4.43E-19	0.300828603	0.621	0.532	1.37E-14	HHP
Gss	1.31E-18	0.273918052	0.497	0.388	4.07E-14	HHP
Rnh1	3.90E-18	0.259097765	0.45	0.347	1.21E-13	HHP
Acsl4	5.52E-18	0.335328426	0.493	0.369	1.71E-13	HHP
Faah	9.18E-18	0.265852366	0.281	0.179	2.85E-13	HHP
Mob3b	1.67E-17	0.316829581	0.33	0.223	5.19E-13	HHP
Mug2	4.48E-17	0.319410711	0.495	0.372	1.39E-12	HHP
Abca6	1.05E-15	0.268325635	0.334	0.235	3.27E-11	HHP
Kat2b	2.12E-15	0.274603647	0.277	0.178	6.58E-11	HHP
Mindy1	2.45E-15	0.268968468	0.292	0.195	7.59E-11	HHP
Tns1	4.64E-15	0.256293209	0.286	0.185	1.44E-10	HHP
Habp2	6.02E-15	0.260764605	0.371	0.28	1.87E-10	HHP
Fkbp4	1.27E-14	0.266718599	0.444	0.352	3.93E-10	HHP
Slc39a14	6.53E-14	0.330746404	0.303	0.21	2.03E-09	HHP
Ddi2	1.79E-13	0.297225706	0.255	0.166	5.55E-09	HHP
Ly6d	2.33E-12	0.372805803	0.785	0.695	7.24E-08	HHP
Larp4b	5.40E-12	0.25070996	0.257	0.172	1.68E-07	HHP
Hnf4a	9.44E-12	0.348179089	0.351	0.271	2.93E-07	HHP
Itm2b	1.52E-11	0.256020889	0.782	0.757	4.71E-07	HHP
Cfb	2.12E-11	0.280211312	0.612	0.511	6.58E-07	HHP
Atp2a2	1.59E-10	0.256016325	0.317	0.234	4.94E-06	HHP
Il1rn	3.22E-10	0.274236393	0.333	0.257	1.00E-05	HHP
Ubb	1.80E-08	0.260478503	0.77	0.75	0.000560453	HHP
Hp	7.38E-08	0.408085404	0.905	0.803	0.00229202	HHP
Dcn	0	3.560474272	0.956	0.027	0	HSC
Col1a1	0	3.253571646	0.725	0.009	0	HSC
Col1a2	0	3.133703816	0.771	0.012	0	HSC
Col3a1	0	2.954094575	0.759	0.012	0	HSC
Sparc	0	2.794759853	0.962	0.145	0	HSC
Bgn	0	2.764261432	0.89	0.043	0	HSC
Col14a1	0	2.679205856	0.669	0.009	0	HSC
Cxcl12	0	2.458577089	0.719	0.203	0	HSC
Igfbp7	0	2.386454068	0.928	0.163	0	HSC
Colec11	0	2.385595407	0.548	0.007	0	HSC
Sod3	0	2.346211279	0.502	0.012	0	HSC
Col6a3	0	2.19953847	0.534	0.006	0	HSC
Lbh	0	2.196682627	0.721	0.044	0	HSC
Fstl1	0	2.167756978	0.652	0.018	0	HSC
Col4a1	0	2.152530815	0.805	0.111	0	HSC
Tgfbi	0	2.110079473	0.583	0.033	0	HSC
Lum	0	2.104501258	0.537	0.006	0	HSC
Rgs5	0	2.098267291	0.385	0.019	0	HSC
Cygb	0	2.097792365	0.571	0.005	0	HSC
Pdgfrb	0	2.066258213	0.606	0.004	0	HSC
Mylk	0	2.01014639	0.64	0.075	0	HSC
Tmsb10	0	1.962939722	0.969	0.539	0	HSC
Ccdc80	0	1.959681782	0.595	0.031	0	HSC
Ecm1	0	1.952682469	0.505	0.037	0	HSC
Col5a1	0	1.94367009	0.521	0.004	0	HSC
Tagln	0	1.92701911	0.426	0.007	0	HSC
Lhfp	0	1.891603524	0.538	0.012	0	HSC
Col4a2	0	1.839155733	0.681	0.075	0	HSC
Sept4	0	1.792747142	0.561	0.051	0	HSC
Itga1	0	1.785273652	0.64	0.106	0	HSC
Serpinh1	0	1.774138043	0.557	0.032	0	HSC
Adamtsl2	0	1.760234125	0.357	0.003	0	HSC
Gucy1a1	0	1.736677111	0.477	0.003	0	HSC
Plvap	0	1.691942428	0.371	0.023	0	HSC
Eln	0	1.672971488	0.271	0.006	0	HSC
Prelp	0	1.64904732	0.454	0.057	0	HSC
Col5a2	0	1.622153074	0.457	0.016	0	HSC
Timp2	0	1.620754728	0.468	0.023	0	HSC
Hgf	0	1.58292277	0.449	0.025	0	HSC
Pdgfra	0	1.562927715	0.36	0.004	0	HSC
Lrat	0	1.55045254	0.36	0.003	0	HSC
Pam	0	1.547897176	0.466	0.032	0	HSC
Acta2	0	1.536681363	0.273	0.004	0	HSC
Clca3a1	0	1.51330625	0.413	0.025	0	HSC
Emilin1	0	1.51020638	0.483	0.036	0	HSC
Gm13889	0	1.506195226	0.423	0.034	0	HSC
Postn	0	1.498970724	0.316	0.003	0	HSC
Vipr1	0	1.495069386	0.314	0.005	0	HSC
Zeb2	0	1.479323981	0.58	0.073	0	HSC
Gpx3	0	1.459906526	0.305	0.031	0	HSC
Colec10	0	1.448586734	0.262	0.003	0	HSC
Prss23	0	1.445692953	0.36	0.008	0	HSC
Col6a2	0	1.442448625	0.302	0.003	0	HSC
Arvcf	0	1.437770751	0.33	0.01	0	HSC
Abcc9	0	1.434359971	0.425	0.039	0	HSC
Timp3	0	1.431104331	0.515	0.08	0	HSC
Lamb1	0	1.426029963	0.383	0.004	0	HSC
Tead1	0	1.412852929	0.462	0.046	0	HSC
Plod2	0	1.406056621	0.362	0.008	0	HSC
Vim	0	1.397430851	0.505	0.072	0	HSC
Adamts5	0	1.384630049	0.304	0.008	0	HSC
Tns3	0	1.382558845	0.462	0.056	0	HSC
Loxl2	0	1.371827002	0.396	0.024	0	HSC
Marcks	0	1.364269216	0.684	0.136	0	HSC
Gucy1b1	0	1.358857893	0.337	0.006	0	HSC
Itga8	0	1.335215175	0.308	0.012	0	HSC
Flna	0	1.331704887	0.449	0.051	0	HSC
Rbms3	0	1.300793411	0.342	0.011	0	HSC
Serpine2	0	1.294335427	0.273	0.004	0	HSC
Gsn	0	1.272043011	0.268	0.013	0	HSC
Mxra7	0	1.237668881	0.374	0.027	0	HSC
Angptl2	0	1.230407562	0.294	0.002	0	HSC
Tcf21	0	1.227486493	0.267	0.003	0	HSC
Bmp5	0	1.223658489	0.264	0.002	0	HSC
Des	0	1.213140157	0.282	0.002	0	HSC
Fbn1	0	1.204006777	0.291	0.004	0	HSC
Adamts2	0	1.200160712	0.299	0.002	0	HSC
Ltbp4	0	1.193003523	0.416	0.051	0	HSC
Ifitm1	0	1.186784559	0.261	0.007	0	HSC
Ntn1	0	1.184056933	0.264	0.005	0	HSC
Slc43a3	0	1.180841492	0.4	0.047	0	HSC
Pde3a	0	1.179223742	0.291	0.002	0	HSC
Pmepa1	0	1.167434903	0.291	0.01	0	HSC
Ckb	0	1.11977516	0.354	0.034	0	HSC
Plat	0	1.118516391	0.255	0.008	0	HSC
Ppp1r14a	0	1.06879569	0.253	0.019	0	HSC
Anxa1	0	1.059021595	0.298	0.023	0	HSC
Mxra8	0	1.006288917	0.252	0.011	0	HSC
Rspo3	0	0.977044098	0.265	0.02	0	HSC
Cavin1	1.77E-292	1.107511611	0.351	0.043	5.48E-288	HSC
Plekha6	4.57E-292	1.137606647	0.256	0.023	1.42E-287	HSC
Itga9	1.35E-281	1.032968724	0.34	0.041	4.21E-277	HSC
Igfbp3	8.56E-274	1.596107191	0.336	0.044	2.66E-269	HSC
Eva1b	6.13E-268	1.249587136	0.367	0.052	1.90E-263	HSC
Smtn	7.65E-264	1.110620916	0.342	0.046	2.38E-259	HSC
Lamc1	3.45E-257	1.209232106	0.317	0.041	1.07E-252	HSC
Osmr	1.89E-254	0.997158237	0.253	0.026	5.88E-250	HSC
Bicc1	3.18E-253	1.322281026	0.39	0.063	9.86E-249	HSC
Lrrc32	1.66E-250	0.927529229	0.273	0.03	5.15E-246	HSC
Ifi27l2a	1.04E-242	1.082643704	0.296	0.037	3.23E-238	HSC
S100a6	2.35E-239	1.592891096	0.491	0.104	7.28E-235	HSC
Malat1	4.69E-232	1.209742886	0.997	0.701	1.46E-227	HSC
Sema6d	7.29E-231	1.035396404	0.334	0.047	2.26E-226	HSC
Ahnak	8.90E-228	1.271187429	0.448	0.091	2.76E-223	HSC
Ctgf	2.21E-219	1.160805169	0.259	0.031	6.86E-215	HSC
Reln	2.21E-219	1.832407906	0.459	0.106	6.87E-215	HSC
Tpm4	3.68E-216	1.481527989	0.655	0.218	1.14E-211	HSC
Pbx1	5.57E-215	1.156936384	0.331	0.053	1.73E-210	HSC
Epb41l2	3.40E-211	1.095004864	0.422	0.081	1.05E-206	HSC
Raph1	1.94E-208	1.817301142	0.666	0.262	6.04E-204	HSC
Il6st	5.01E-207	1.348165645	0.494	0.12	1.56E-202	HSC
Sept11	1.95E-203	1.148794813	0.406	0.082	6.07E-199	HSC
Zbtb20	1.18E-197	1.504974002	0.66	0.25	3.66E-193	HSC
Sdc3	1.67E-191	0.858845102	0.462	0.098	5.19E-187	HSC
Id3	9.52E-188	1.49615456	0.744	0.358	2.96E-183	HSC
Nav1	3.13E-184	0.871887718	0.278	0.04	9.73E-180	HSC
Steap4	1.20E-179	1.861564102	0.564	0.204	3.72E-175	HSC
Itgb1	1.21E-178	1.605486777	0.755	0.42	3.75E-174	HSC
Lrp1	3.69E-172	1.553745403	0.644	0.281	1.14E-167	HSC
Rock2	4.12E-170	1.261976966	0.474	0.131	1.28E-165	HSC
Myadm	2.09E-158	1.36491367	0.452	0.13	6.49E-154	HSC
Ctdspl	1.60E-153	0.84091221	0.256	0.041	4.98E-149	HSC
Amotl1	1.64E-152	0.744613615	0.301	0.054	5.09E-148	HSC
Tcf4	2.08E-150	1.000164094	0.511	0.151	6.45E-146	HSC
Ehd3	2.80E-150	0.840433028	0.489	0.127	8.70E-146	HSC
Slc25a4	1.29E-149	0.909111556	0.291	0.054	4.01E-145	HSC
Tns1	3.91E-145	1.336800434	0.512	0.181	1.21E-140	HSC
Tpm1	2.79E-144	1.821764893	0.715	0.486	8.67E-140	HSC
Eng	2.44E-143	0.763213957	0.317	0.062	7.58E-139	HSC
Nedd4	2.49E-143	1.462531599	0.729	0.473	7.72E-139	HSC
Prex2	2.03E-142	0.772150435	0.271	0.048	6.29E-138	HSC
Ckap4	2.57E-142	0.888427934	0.305	0.06	7.99E-138	HSC
Nr2f2	8.31E-141	1.125267064	0.482	0.151	2.58E-136	HSC
Tmsb4x	1.47E-140	0.77566625	0.699	0.267	4.56E-136	HSC
Gm42418	5.30E-140	0.752508796	1	1	1.65E-135	HSC
Ifi203	1.94E-133	0.801208179	0.29	0.056	6.01E-129	HSC
App	1.52E-128	1.249824751	0.617	0.291	4.71E-124	HSC
Nfib	9.67E-125	1.179973233	0.569	0.241	3.00E-120	HSC
Ccnd2	7.79E-123	0.745501363	0.317	0.07	2.42E-118	HSC
Map4k4	3.56E-122	0.878999875	0.371	0.098	1.11E-117	HSC
Fgfr2	1.81E-121	1.355983966	0.357	0.103	5.61E-117	HSC
Masp1	1.87E-119	1.427353133	0.456	0.166	5.80E-115	HSC
Fermt2	3.09E-118	1.628014956	0.61	0.343	9.61E-114	HSC
Macf1	2.91E-116	1.022653368	0.523	0.196	9.03E-112	HSC
Syne2	3.55E-116	0.967352783	0.267	0.058	1.10E-111	HSC
Lpp	5.10E-113	1.264175114	0.454	0.168	1.59E-108	HSC
Mprip	1.21E-110	1.048951854	0.334	0.093	3.77E-106	HSC
Thra	3.80E-108	1.016500227	0.308	0.081	1.18E-103	HSC
Il1r1	4.72E-108	0.901020613	0.256	0.057	1.47E-103	HSC
Myo10	8.09E-108	1.096822808	0.406	0.134	2.51E-103	HSC
Hspg2	4.18E-106	0.700044316	0.305	0.073	1.30E-101	HSC
Vcl	9.66E-106	1.109354846	0.333	0.097	3.00E-101	HSC
Heg1	1.67E-104	0.806353145	0.317	0.082	5.18E-100	HSC
Actb	9.30E-99	0.619443238	0.923	0.873	2.89E-94	HSC
Peak1	4.57E-98	0.854098558	0.287	0.073	1.42E-93	HSC
Rbp1	2.88E-97	0.916947532	0.77	0.673	8.94E-93	HSC
Ktn1	4.16E-95	1.01770805	0.462	0.185	1.29E-90	HSC
Tln1	5.91E-95	1.042086704	0.491	0.208	1.83E-90	HSC
Nfix	2.72E-93	1.090574306	0.337	0.107	8.45E-89	HSC
Cald1	3.70E-91	1.155656011	0.722	0.612	1.15E-86	HSC
Son	2.71E-88	0.970896467	0.681	0.457	8.43E-84	HSC
Actn4	1.42E-86	1.26500005	0.518	0.272	4.42E-82	HSC
Sept71	5.62E-84	1.383427848	0.62	0.449	1.75E-79	HSC
Ets1	3.89E-82	0.618637676	0.367	0.116	1.21E-77	HSC
Cebpd	7.29E-81	1.205203266	0.327	0.112	2.26E-76	HSC
Sorbs1	7.57E-80	1.119602435	0.291	0.093	2.35E-75	HSC
Csnk1a1	4.14E-79	1.106803313	0.61	0.406	1.29E-74	HSC
Ctdsp2	1.88E-78	0.88808182	0.328	0.11	5.84E-74	HSC
Fosb	7.64E-76	1.220664879	0.391	0.162	2.37E-71	HSC
Adamts1	1.24E-75	0.816986101	0.256	0.071	3.86E-71	HSC
Rapgef5	2.11E-75	0.632937637	0.305	0.091	6.55E-71	HSC
Psap	4.31E-75	0.668293342	0.727	0.587	1.34E-70	HSC
Msn	1.22E-73	0.54251408	0.288	0.083	3.78E-69	HSC
Mef2c	4.89E-71	0.508832119	0.282	0.081	1.52E-66	HSC
Sptbn1	9.36E-70	0.939239111	0.555	0.325	2.91E-65	HSC
Myh9	1.90E-69	1.082428324	0.439	0.216	5.91E-65	HSC
Hnrnpa0	4.45E-69	0.814271501	0.425	0.185	1.38E-64	HSC
Bmpr2	9.11E-69	0.745230686	0.284	0.091	2.83E-64	HSC
Marcksl1	2.38E-68	0.693291077	0.282	0.088	7.38E-64	HSC
