	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	TFs	Tclin
Hnrnpu	1.98E-116	0.219670542	0.527	0.281	2.83E-112	3	Hnrnpu	#N/A	#N/A
Rpl10a	2.51E-116	0.345328977	0.934	0.906	3.58E-112	3	Rpl10a	#N/A	#N/A
Psmb4	5.92E-116	0.256834223	0.813	0.622	8.47E-112	3	Psmb4	#N/A	#N/A
Prg4	1.02E-115	0.218949425	0.304	0.124	1.45E-111	3	Prg4	#N/A	#N/A
Spcs2	1.27E-115	0.340680962	0.925	0.913	1.82E-111	3	Spcs2	#N/A	#N/A
Rpl7	3.92E-115	0.303860108	0.926	0.865	5.60E-111	3	Rpl7	#N/A	#N/A
Vmp1	3.94E-115	0.391034771	0.701	0.525	5.63E-111	3	Vmp1	#N/A	#N/A
Cd2ap	4.42E-115	0.205829673	0.355	0.156	6.32E-111	3	Cd2ap	#N/A	#N/A
Fau	1.23E-114	0.279088345	0.999	0.997	1.76E-110	3	Fau	#N/A	#N/A
Rpl11	1.24E-114	0.298075252	0.994	0.988	1.78E-110	3	Rpl11	#N/A	#N/A
Prdx4	1.48E-114	0.31012897	0.837	0.73	2.12E-110	3	Prdx4	#N/A	#N/A
Rps161	1.27E-113	0.281807395	0.999	0.995	1.82E-109	3	Rps16	#N/A	#N/A
Eif5a1	1.42E-113	0.350913076	0.937	0.907	2.02E-109	3	Eif5a	#N/A	#N/A
Itih41	1.43E-113	0.284801616	0.924	0.863	2.04E-109	3	Itih4	#N/A	#N/A
Napa	3.00E-112	0.203292611	0.505	0.27	4.29E-108	3	Napa	#N/A	#N/A
Ddrgk1	4.22E-112	0.258894801	0.795	0.598	6.03E-108	3	Ddrgk1	#N/A	#N/A
Grina	4.96E-112	0.298682072	0.787	0.621	7.09E-108	3	Grina	#N/A	#N/A
1110065P20Rik	5.21E-112	0.204397602	0.463	0.236	7.44E-108	3	1110065P20Rik	#N/A	#N/A
Rpl6	5.78E-111	0.30695163	0.991	0.981	8.26E-107	3	Rpl6	#N/A	#N/A
Gnb2	1.13E-110	0.274222025	0.801	0.617	1.62E-106	3	Gnb2	#N/A	#N/A
mt-Nd51	3.58E-110	0.267476867	0.965	0.911	5.11E-106	3	mt-Nd5	#N/A	MT-ND5
Hpn1	7.16E-110	0.262892889	0.88	0.76	1.02E-105	3	Hpn	#N/A	#N/A
Apoa51	2.01E-109	0.372161746	0.497	0.281	2.87E-105	3	Apoa5	#N/A	#N/A
Lpin21	2.75E-109	0.213104014	0.417	0.205	3.93E-105	3	Lpin2	#N/A	#N/A
Bola2	3.68E-109	0.242848469	0.557	0.313	5.25E-105	3	Bola2	#N/A	#N/A
Smap1	1.03E-108	0.205492167	0.522	0.287	1.47E-104	3	Smap1	#N/A	#N/A
Htatip2	1.07E-108	0.23571545	0.524	0.291	1.53E-104	3	Htatip2	HTATIP2	#N/A
Canx	4.34E-107	0.262055871	0.765	0.569	6.20E-103	3	Canx	#N/A	#N/A
Acsl4	1.89E-106	0.272245025	0.557	0.329	2.70E-102	3	Acsl4	#N/A	#N/A
Leap2	3.95E-106	0.292859721	0.408	0.2	5.65E-102	3	Leap2	#N/A	#N/A
Ssr41	5.14E-106	0.368443014	0.918	0.874	7.35E-102	3	Ssr4	#N/A	#N/A
Creld2	8.79E-106	0.605964359	0.616	0.44	1.26E-101	3	Creld2	#N/A	#N/A
Rpl5	1.39E-105	0.270763353	0.861	0.749	1.98E-101	3	Rpl5	#N/A	#N/A
Tmem97	2.33E-105	0.317717359	0.782	0.607	3.33E-101	3	Tmem97	#N/A	#N/A
Gale	5.04E-105	0.209849429	0.42	0.214	7.21E-101	3	Gale	#N/A	#N/A
Glud1	7.78E-105	0.421002892	0.988	0.994	1.11E-100	3	Glud1	#N/A	#N/A
Tbrg1	8.61E-105	0.262757328	0.626	0.407	1.23E-100	3	Tbrg1	#N/A	#N/A
Tmed2	8.93E-105	0.376012748	0.892	0.838	1.28E-100	3	Tmed2	#N/A	#N/A
Jtb	2.04E-104	0.221492508	0.602	0.368	2.92E-100	3	Jtb	#N/A	#N/A
Rplp21	2.75E-104	0.260955186	0.992	0.974	3.93E-100	3	Rplp2	#N/A	#N/A
Hsd3b7	6.35E-104	0.398171075	0.562	0.386	9.07E-100	3	Hsd3b7	#N/A	#N/A
Yipf3	4.52E-103	0.210779109	0.479	0.26	6.46E-99	3	Yipf3	#N/A	#N/A
Rbm391	8.54E-103	0.225086456	0.601	0.362	1.22E-98	3	Rbm39	#N/A	#N/A
Itm2c	6.72E-102	0.288734702	0.642	0.449	9.61E-98	3	Itm2c	#N/A	#N/A
Tmem160	1.31E-101	0.212724674	0.605	0.364	1.88E-97	3	Tmem160	#N/A	#N/A
Ubc1	1.96E-101	0.273486168	0.887	0.72	2.80E-97	3	Ubc	#N/A	#N/A
Aaed1	6.10E-101	0.202890952	0.415	0.208	8.72E-97	3	Aaed1	#N/A	#N/A
Ghitm	6.73E-101	0.331883433	0.796	0.653	9.62E-97	3	Ghitm	#N/A	#N/A
Snrnp70	7.57E-101	0.207812429	0.469	0.252	1.08E-96	3	Snrnp70	#N/A	#N/A
Col18a11	2.30E-100	0.203846608	0.465	0.249	3.29E-96	3	Col18a1	#N/A	#N/A
Srp72	3.20E-100	0.240782536	0.659	0.451	4.57E-96	3	Srp72	#N/A	#N/A
Ifngr1	6.59E-100	0.246565563	0.47	0.261	9.42E-96	3	Ifngr1	#N/A	#N/A
Ugdh	1.67E-99	0.225056887	0.374	0.18	2.38E-95	3	Ugdh	#N/A	#N/A
Selenof	3.25E-99	0.271345123	0.839	0.706	4.64E-95	3	Selenof	#N/A	#N/A
Nedd4	3.42E-99	0.244284464	0.664	0.455	4.89E-95	3	Nedd4	#N/A	#N/A
Mvb12a	5.89E-99	0.261837179	0.697	0.506	8.42E-95	3	Mvb12a	#N/A	#N/A
Tmem258	6.67E-99	0.265017632	0.896	0.829	9.53E-95	3	Tmem258	#N/A	#N/A
Cyp2d10	6.94E-99	0.249041559	0.923	0.874	9.92E-95	3	Cyp2d10	#N/A	#N/A
Aamp	4.49E-98	0.245221595	0.653	0.453	6.42E-94	3	Aamp	#N/A	#N/A
Acadvl	6.40E-98	0.240622757	0.698	0.494	9.15E-94	3	Acadvl	#N/A	#N/A
Acsl1	7.52E-98	0.21204347	0.417	0.217	1.07E-93	3	Acsl1	#N/A	#N/A
Dnajb11	8.19E-97	0.282023883	0.706	0.521	1.17E-92	3	Dnajb11	#N/A	#N/A
Tmbim61	3.36E-96	0.212490658	1	0.999	4.80E-92	3	Tmbim6	#N/A	#N/A
Rps2	4.99E-96	0.29926215	0.994	0.992	7.13E-92	3	Rps2	#N/A	#N/A
Chchd10	8.17E-96	0.404390153	0.928	0.894	1.17E-91	3	Chchd10	#N/A	#N/A
Kyat1	3.00E-94	0.446462262	0.651	0.5	4.29E-90	3	Kyat1	#N/A	#N/A
Rpl10	3.17E-94	0.276266894	0.89	0.728	4.54E-90	3	Rpl10	#N/A	#N/A
1110008F13Rik	5.22E-94	0.269048041	0.808	0.676	7.46E-90	3	1110008F13Rik	#N/A	#N/A
Aldh2	1.64E-93	0.311641236	0.957	0.951	2.35E-89	3	Aldh2	#N/A	ALDH2
Scand1	1.73E-93	0.246799489	0.708	0.523	2.47E-89	3	Scand1	#N/A	#N/A
Rps191	1.13E-92	0.27725902	0.915	0.837	1.61E-88	3	Rps19	#N/A	#N/A
Cops7a	1.21E-92	0.202633943	0.5	0.287	1.73E-88	3	Cops7a	#N/A	#N/A
Rpl281	1.35E-92	0.293383847	0.97	0.955	1.92E-88	3	Rpl28	#N/A	#N/A
Akr1c61	1.48E-92	0.597916407	0.817	0.831	2.11E-88	3	Akr1c6	#N/A	#N/A
Gabarap	1.65E-91	0.3230177	0.904	0.87	2.36E-87	3	Gabarap	#N/A	#N/A
Tubb5	2.47E-91	0.399914672	0.675	0.529	3.53E-87	3	Tubb5	#N/A	#N/A
Id3	3.58E-90	0.485304654	0.45	0.265	5.11E-86	3	Id3	#N/A	#N/A
Prdx3	1.47E-89	0.301789743	0.816	0.729	2.10E-85	3	Prdx3	#N/A	#N/A
Rpl3	3.34E-89	0.307806671	0.897	0.86	4.78E-85	3	Rpl3	#N/A	#N/A
Rps3	1.22E-88	0.319054185	0.943	0.921	1.74E-84	3	Rps3	#N/A	#N/A
Cct7	3.57E-88	0.243613709	0.586	0.394	5.11E-84	3	Cct7	#N/A	#N/A
Eif1	6.96E-88	0.294389221	0.992	0.992	9.94E-84	3	Eif1	#N/A	#N/A
Sod1	1.97E-87	0.293593317	0.47	0.269	2.82E-83	3	Sod1	#N/A	#N/A
Tspo	1.24E-86	0.303020154	0.807	0.696	1.77E-82	3	Tspo	#N/A	#N/A
Psmb5	8.09E-86	0.260523802	0.889	0.814	1.16E-81	3	Psmb5	#N/A	PSMB5
Tmem234	2.93E-85	0.21837077	0.631	0.437	4.19E-81	3	Tmem234	#N/A	#N/A
Serbp1	7.69E-85	0.236649945	0.778	0.61	1.10E-80	3	Serbp1	#N/A	#N/A
Rpl36al	1.60E-84	0.204156931	0.993	0.987	2.29E-80	3	Rpl36al	#N/A	#N/A
Mrfap1	2.58E-84	0.217219477	0.682	0.495	3.68E-80	3	Mrfap1	#N/A	#N/A
Arpc5l	4.76E-84	0.289597492	0.639	0.475	6.80E-80	3	Arpc5l	#N/A	#N/A
Ier31	1.20E-82	0.43019861	0.365	0.192	1.71E-78	3	Ier3	#N/A	#N/A
Psmd11	1.38E-82	0.224603755	0.632	0.441	1.97E-78	3	Psmd11	#N/A	#N/A
Ddit3	6.73E-82	0.239575742	0.217	0.086	9.62E-78	3	Ddit3	DDIT3	#N/A
Mrps12	3.78E-81	0.212588937	0.657	0.465	5.40E-77	3	Mrps12	#N/A	#N/A
Manf	6.22E-81	0.485292056	0.865	0.859	8.89E-77	3	Manf	#N/A	#N/A
Rps201	6.88E-81	0.222560698	1	0.993	9.83E-77	3	Rps20	#N/A	#N/A
Slc6a13	8.14E-81	0.323137014	0.724	0.595	1.16E-76	3	Slc6a13	#N/A	#N/A
Aprt	1.20E-79	0.236354709	0.73	0.553	1.72E-75	3	Aprt	#N/A	#N/A
Ap2m1	2.97E-79	0.235843976	0.729	0.558	4.25E-75	3	Ap2m1	#N/A	#N/A
Rps111	3.02E-79	0.283021095	0.945	0.911	4.32E-75	3	Rps11	#N/A	#N/A
Rps121	8.36E-79	0.284069176	0.899	0.829	1.19E-74	3	Rps12	#N/A	#N/A
Calm1	2.41E-78	0.29876304	0.904	0.885	3.45E-74	3	Calm1	#N/A	CALM1
Chd9	4.39E-78	0.3134126	0.62	0.464	6.28E-74	3	Chd9	#N/A	#N/A
Dhrs1	5.19E-78	0.244412921	0.627	0.457	7.41E-74	3	Dhrs1	#N/A	#N/A
Krtcap2	7.73E-78	0.237900421	0.939	0.903	1.10E-73	3	Krtcap2	#N/A	#N/A
Cyp2c50	7.03E-77	0.230341429	0.22	0.093	1.01E-72	3	Cyp2c50	#N/A	#N/A
Banf1	1.20E-76	0.209900816	0.581	0.388	1.72E-72	3	Banf1	#N/A	#N/A
Sult1d1	1.44E-76	0.268996039	0.526	0.342	2.05E-72	3	Sult1d1	#N/A	#N/A
Clpp	8.05E-76	0.214132609	0.598	0.417	1.15E-71	3	Clpp	#N/A	#N/A
Tubb4b	5.97E-75	0.34960075	0.803	0.744	8.54E-71	3	Tubb4b	#N/A	TUBB4B
Plin2	1.15E-74	0.273673628	0.778	0.649	1.64E-70	3	Plin2	#N/A	#N/A
Mar-05	1.55E-74	0.281869471	0.657	0.506	2.21E-70	3	Mar-05	#N/A	#N/A
Tcea1	2.56E-74	0.243953912	0.684	0.526	3.65E-70	3	Tcea1	#N/A	#N/A
Rpl9	6.46E-74	0.228252497	0.843	0.714	9.24E-70	3	Rpl9	#N/A	#N/A
Mettl9	1.38E-73	0.225713118	0.584	0.411	1.97E-69	3	Mettl9	#N/A	#N/A
Cltb	2.37E-73	0.213062275	0.624	0.449	3.38E-69	3	Cltb	#N/A	#N/A
Srp19	2.53E-73	0.205807571	0.624	0.434	3.61E-69	3	Srp19	#N/A	#N/A
Atxn10	4.69E-73	0.213448849	0.556	0.38	6.70E-69	3	Atxn10	#N/A	#N/A
Rpl13a1	5.51E-73	0.233911993	0.874	0.779	7.88E-69	3	Rpl13a	#N/A	#N/A
Egr11	1.76E-72	0.221663621	0.64	0.463	2.51E-68	3	Egr1	EGR1	#N/A
Rpl14	8.62E-72	0.270453833	0.928	0.882	1.23E-67	3	Rpl14	#N/A	#N/A
Kdelr2	2.11E-71	0.25155118	0.631	0.472	3.01E-67	3	Kdelr2	#N/A	#N/A
Ak2	5.13E-71	0.214627481	0.708	0.537	7.34E-67	3	Ak2	#N/A	#N/A
Serpina10	1.42E-70	0.213655167	0.661	0.491	2.03E-66	3	Serpina10	#N/A	#N/A
Rpl9-ps6	5.34E-70	0.303400742	0.918	0.882	7.63E-66	3	Rpl9-ps6	#N/A	#N/A
Rps91	6.35E-70	0.233957761	0.942	0.904	9.07E-66	3	Rps9	#N/A	#N/A
Spcs1	9.27E-70	0.237192411	0.944	0.938	1.33E-65	3	Spcs1	#N/A	#N/A
Rpl29	9.40E-70	0.302889387	0.899	0.871	1.34E-65	3	Rpl29	#N/A	#N/A
Rbm3	2.45E-69	0.227356081	0.62	0.446	3.50E-65	3	Rbm3	#N/A	#N/A
Apoe1	6.88E-69	0.20865065	1	1	9.83E-65	3	Apoe	#N/A	#N/A
Psap	7.34E-69	0.207261666	0.739	0.601	1.05E-64	3	Psap	#N/A	#N/A
Emc7	8.74E-69	0.202766354	0.764	0.605	1.25E-64	3	Emc7	#N/A	#N/A
Phb2	1.60E-68	0.217726032	0.744	0.588	2.29E-64	3	Phb2	#N/A	#N/A
Hamp	9.80E-68	1.455420346	0.396	0.267	1.40E-63	3	Hamp	#N/A	#N/A
Rps101	1.02E-67	0.202689632	0.995	0.99	1.46E-63	3	Rps10	#N/A	#N/A
Arpc1b	2.00E-67	0.292552137	0.813	0.79	2.85E-63	3	Arpc1b	#N/A	#N/A
Arf1	2.29E-67	0.240068851	0.87	0.815	3.28E-63	3	Arf1	#N/A	#N/A
Rpl121	5.63E-67	0.208036835	0.752	0.582	8.04E-63	3	Rpl12	#N/A	#N/A
Pzp1	2.90E-66	0.27441105	0.963	0.979	4.15E-62	3	Pzp	#N/A	#N/A
Ppib	5.95E-66	0.264079207	0.926	0.913	8.50E-62	3	Ppib	#N/A	#N/A
F21	8.84E-66	0.224801655	0.994	0.993	1.26E-61	3	F2	#N/A	F2
Lonp2	1.83E-65	0.200532694	0.615	0.446	2.61E-61	3	Lonp2	#N/A	#N/A
Eif3m	7.05E-65	0.200380577	0.602	0.433	1.01E-60	3	Eif3m	#N/A	#N/A
Grhpr	8.24E-65	0.287273708	0.836	0.828	1.18E-60	3	Grhpr	#N/A	#N/A
H2-T22	2.10E-64	0.253650412	0.695	0.546	3.00E-60	3	H2-T22	#N/A	#N/A
Vkorc1	2.91E-64	0.226808128	0.88	0.821	4.16E-60	3	Vkorc1	#N/A	VKORC1
Tpm1	1.20E-63	0.20980446	0.7	0.542	1.71E-59	3	Tpm1	#N/A	#N/A
C4bp	1.23E-63	0.262537791	0.901	0.912	1.76E-59	3	C4bp	#N/A	#N/A
Mrps18b	5.25E-63	0.239998695	0.522	0.363	7.50E-59	3	Mrps18b	#N/A	#N/A
Hspd11	7.85E-63	0.228658699	0.942	0.943	1.12E-58	3	Hspd1	#N/A	#N/A
Pa2g4	1.52E-62	0.22232165	0.615	0.458	2.18E-58	3	Pa2g4	#N/A	#N/A
Ufc1	1.80E-62	0.20054446	0.71	0.558	2.57E-58	3	Ufc1	#N/A	#N/A
Aldoa	2.14E-62	0.291048369	0.644	0.509	3.06E-58	3	Aldoa	#N/A	#N/A
Cald1	6.19E-62	0.218268693	0.92	0.893	8.85E-58	3	Cald1	#N/A	#N/A
Zfp706	6.43E-61	0.206440426	0.699	0.549	9.19E-57	3	Zfp706	#N/A	#N/A
Id2	1.76E-60	0.347461058	0.707	0.619	2.51E-56	3	Id2	#N/A	#N/A
Rps51	2.42E-59	0.290669966	0.943	0.909	3.45E-55	3	Rps5	#N/A	#N/A
Rps181	2.80E-59	0.229350416	0.902	0.846	4.00E-55	3	Rps18	#N/A	#N/A
Foxa3	3.10E-58	0.213027342	0.629	0.476	4.43E-54	3	Foxa3	FOXA3	#N/A
Acox1	4.08E-58	0.230819736	0.693	0.561	5.84E-54	3	Acox1	#N/A	#N/A
Ces2c	4.47E-58	0.250677705	0.5	0.339	6.39E-54	3	Ces2c	#N/A	#N/A
Rpl191	1.32E-57	0.250171636	0.964	0.949	1.89E-53	3	Rpl19	#N/A	#N/A
H1f0	6.27E-57	0.260145671	0.781	0.703	8.97E-53	3	H1f0	#N/A	#N/A
Rps71	3.40E-53	0.223814098	0.975	0.966	4.86E-49	3	Rps7	#N/A	#N/A
Psmd8	4.34E-53	0.264350097	0.735	0.608	6.21E-49	3	Psmd8	#N/A	#N/A
Ppa1	1.38E-52	0.217324276	0.862	0.813	1.98E-48	3	Ppa1	#N/A	#N/A
Afp	1.80E-52	1.126808677	0.671	0.658	2.57E-48	3	Afp	#N/A	#N/A
Hmgcs2	1.62E-51	0.284517455	0.733	0.661	2.31E-47	3	Hmgcs2	#N/A	#N/A
Ywhaz	3.92E-51	0.201732036	0.648	0.517	5.60E-47	3	Ywhaz	#N/A	#N/A
Npm1	1.09E-50	0.284367376	0.682	0.564	1.56E-46	3	Npm1	#N/A	#N/A
S100a11	7.73E-50	0.32607949	0.486	0.336	1.10E-45	3	S100a11	#N/A	#N/A
Lrg11	1.53E-49	0.458041649	0.904	0.99	2.19E-45	3	Lrg1	#N/A	#N/A
Txn2	3.34E-47	0.296369734	0.81	0.766	4.78E-43	3	Txn2	#N/A	#N/A
Mt21	1.17E-45	0.288233314	0.702	0.626	1.67E-41	3	Mt2	#N/A	#N/A
Ddit41	9.65E-45	0.248127539	0.302	0.18	1.38E-40	3	Ddit4	#N/A	#N/A
G6pc1	2.60E-43	0.227544402	0.451	0.319	3.72E-39	3	G6pc	#N/A	#N/A
Slc27a2	5.82E-40	0.255225112	0.787	0.683	8.31E-36	3	Slc27a2	#N/A	#N/A
Ahsg1	1.36E-36	0.299088068	1	1	1.94E-32	3	Ahsg	#N/A	#N/A
Fetub	1.76E-35	0.211565064	0.922	0.93	2.52E-31	3	Fetub	#N/A	#N/A
Efna11	6.59E-34	0.219843176	0.717	0.652	9.42E-30	3	Efna1	#N/A	#N/A
Serpina3n	3.33E-33	0.316560493	0.663	0.603	4.75E-29	3	Serpina3n	#N/A	#N/A
Ifrd11	7.70E-32	0.289678328	0.514	0.413	1.10E-27	3	Ifrd1	#N/A	#N/A
Hspa8	2.30E-31	0.241833826	0.946	0.962	3.29E-27	3	Hspa8	#N/A	#N/A
Rhoc	5.59E-31	0.218648786	0.668	0.582	7.99E-27	3	Rhoc	#N/A	#N/A
Gstp2	1.51E-28	0.21807967	0.219	0.132	2.16E-24	3	Gstp2	#N/A	#N/A
Tmsb10	2.56E-28	0.399401367	0.486	0.383	3.66E-24	3	Tmsb10	#N/A	#N/A
Saa1	4.76E-26	0.49004614	0.215	0.136	6.80E-22	3	Saa1	#N/A	#N/A
Fos1	1.85E-25	0.207581945	0.669	0.608	2.64E-21	3	Fos	FOS	#N/A
Rps291	7.65E-20	0.23515197	0.84	0.807	1.09E-15	3	Rps29	#N/A	#N/A
Krt18	5.02E-19	0.227640754	0.927	0.944	7.18E-15	3	Krt18	#N/A	#N/A
Mat1a1	4.00E-12	0.274113966	0.465	0.408	5.71E-08	3	Mat1a	#N/A	#N/A
Lcn21	1.55E-10	0.253018651	0.916	0.929	2.21E-06	3	Lcn2	#N/A	#N/A
Mbl2	9.85E-08	0.268635489	0.399	0.371	0.001407279	3	Mbl2	#N/A	#N/A
Anxa5	1.15E-07	0.234202545	0.811	0.899	0.001647579	3	Anxa5	#N/A	#N/A
Tat1	1.42E-07	0.21987515	0.813	0.921	0.002023429	3	Tat	#N/A	#N/A
Ly6d	1.02E-05	0.328719021	0.753	0.906	0.145234496	3	Ly6d	#N/A	#N/A
Cxcl11	0.000901192	0.273583392	0.516	0.543	1	3	Cxcl1	#N/A	#N/A
