gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Atp1a1	2.46E-107	0.214565769	0.43	0.19	3.52E-103	3
Ech1	1.68E-39	0.213910784	0.709	0.587	2.40E-35	3
Dst	1.44E-210	0.21356993	0.267	0.055	2.06E-206	3
Immt	5.71E-100	0.213402573	0.485	0.234	8.17E-96	3
Hnf4a	2.35E-113	0.213371007	0.387	0.158	3.36E-109	3
Mesd	1.82E-118	0.213316373	0.426	0.179	2.60E-114	3
Lgmn	5.86E-86	0.212827951	0.447	0.225	8.38E-82	3
Ptp4a2	8.32E-149	0.212387946	0.358	0.119	1.19E-144	3
Zwint	1.07E-98	0.212166712	0.429	0.195	1.54E-94	3
Acadl	1.68E-47	0.212090378	0.836	0.74	2.40E-43	3
Jagn1	1.84E-86	0.21206668	0.507	0.27	2.63E-82	3
Meg3	5.99E-200	0.211953825	0.232	0.044	8.56E-196	3
Ube2g2	8.32E-126	0.211695946	0.366	0.137	1.19E-121	3
Acbd5	1.88E-107	0.211563274	0.442	0.198	2.69E-103	3
Rpl24	7.85E-76	0.210943084	1	0.999	1.12E-71	3
Uso1	1.82E-175	0.210610044	0.3	0.078	2.59E-171	3
Ap1s1	4.57E-68	0.209984957	0.551	0.336	6.53E-64	3
Ppp4c	3.53E-112	0.209912074	0.449	0.196	5.04E-108	3
Blvrb	7.05E-55	0.2093885	0.838	0.695	1.01E-50	3
Ces2a	1.23E-30	0.208993409	0.538	0.427	1.75E-26	3
Timm17b	1.15E-66	0.208880767	0.764	0.582	1.64E-62	3
Hectd1	7.02E-141	0.208263841	0.325	0.105	1.00E-136	3
Nr1h3	2.41E-99	0.207547495	0.516	0.256	3.44E-95	3
Psmd7	6.62E-68	0.207338144	0.685	0.474	9.47E-64	3
Dhrs7	8.40E-122	0.207247879	0.37	0.141	1.20E-117	3
Pqlc1	1.47E-113	0.207084511	0.397	0.163	2.10E-109	3
Aifm1	1.53E-98	0.207074723	0.439	0.203	2.19E-94	3
Hid1	1.43E-247	0.207006946	0.237	0.037	2.05E-243	3
Dpp3	2.12E-173	0.206680096	0.305	0.082	3.03E-169	3
Paics	2.98E-64	0.206620129	0.54	0.325	4.27E-60	3
Rpl12	2.12E-50	0.20515721	0.796	0.633	3.02E-46	3
Dctn2	6.88E-88	0.204949082	0.57	0.314	9.84E-84	3
Sptbn1	2.18E-134	0.204560035	0.324	0.108	3.12E-130	3
Arl4a	3.04E-62	0.204364068	0.347	0.176	4.34E-58	3
Zfand5	1.23E-81	0.204327576	0.477	0.247	1.76E-77	3
Mlf2	2.42E-61	0.204311329	0.857	0.695	3.46E-57	3
Rps20	1.16E-62	0.20418296	1	0.997	1.66E-58	3
Naca	1.77E-43	0.204052937	0.972	0.966	2.54E-39	3
Yif1b	8.38E-89	0.203953692	0.503	0.26	1.20E-84	3
H6pd	2.48E-131	0.203916537	0.335	0.115	3.55E-127	3
2810459M11Rik	5.27E-123	0.203744925	0.349	0.128	7.54E-119	3
Ube2d2a	3.74E-53	0.203649524	0.652	0.475	5.35E-49	3
Sel1l	9.22E-159	0.203495894	0.276	0.073	1.32E-154	3
Cct4	2.03E-70	0.203328474	0.485	0.274	2.90E-66	3
Dusp6	1.31E-90	0.202932646	0.372	0.166	1.87E-86	3
Sypl	6.14E-76	0.20268727	0.57	0.332	8.77E-72	3
Tomm40	6.72E-96	0.202463142	0.433	0.201	9.60E-92	3
Bax	6.36E-37	0.20193079	0.53	0.369	9.09E-33	3
Prpsap1	1.04E-111	0.201885623	0.415	0.175	1.49E-107	3
Ywhag	3.93E-132	0.201856932	0.295	0.093	5.62E-128	3
Qars	1.87E-165	0.201616391	0.305	0.084	2.67E-161	3
Rnf128	7.57E-96	0.20097023	0.435	0.202	1.08E-91	3
Grb14	8.48E-70	0.200527866	0.402	0.207	1.21E-65	3
Reep3	4.17E-62	0.200492161	0.681	0.483	5.95E-58	3
P2rx4	1.01E-86	0.200406023	0.47	0.239	1.44E-82	3
