source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:CC	mitochondrial membrane	GO:0031966	2.19E-39	38.65956128	4.382934793	682	811	114	21265	ACADL,ACADS,ACAT1,AK2,ASS1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CALM1,CFL1,CHCHD10,CHCHD3,CISD1,CLU,COA3,COX4I1,COX5A,COX5B,COX6B1,COX7A2,COX7B,COX8A,CYB5R3,CYC1,DHRS1,ECI1,FAM210B,FIS1,GHITM,GLUD1,GPX4,GRPEL1,HAAO,HADH,HMGCL,HSD3B3,IDH2,IFI27L2B,MDH2,MGST1,MPC1,MPC2,MRPL17,MTCH2,MTX2,NDUFA10,NDUFA11,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NIPSNAP1,NME2,OCIAD2,PAM16,PEBP1,PEMT,PGRMC1,PHB,PHB2,PMPCB,RPS3,SCP2,SDHB,SDHD,SH3GLB1,SLC25A39,SLC25A47,SLC25A5,SMDT1,SMIM20,SOD2,SQOR,STOML2,SUCLG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TMEM126A,TMEM14C,TOMM22,TSPO,TST,TUFM,UQCC2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VDAC2,VDAC3
GO:CC	protein-containing complex	GO:0032991	2.36E-39	38.62708493	1.854433606	5373	811	380	21265	SEPT7,0610009B22RIK,ACTB,ACTG1,ADRM1,AES,AHSG,AK6,ALB,ALDOA,ANG,ANXA2,AP2M1,APCS,APOA1,APOA2,APOC1,APOF,APOH,APOM,ARF1,ARPC1B,ARPC2,ARPC3,ARPC5L,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F,ATP6V1G1,AURKAIP1,BCCIP,BLOC1S1,BTF3,C8G,CALM1,CAPZB,CCT5,CCT7,CCT8,CD63,CD9,CEBPB,CENPX,CHCHD10,CHCHD3,CHMP2A,CHMP2B,CLDN3,CLPP,CLTA,CLTB,CLU,COA3,COPE,COPS6,COX4I1,COX5A,COX6B1,COX7B,COX8A,CREG1,CSNK2B,CYC1,DAD1,DBI,DCTN3,DDOST,DERL1,DERL2,DNAJB11,DYNLRB1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,ELOB,EMC4,EMC6,EMC7,ENO1,ERH,ETFA,FABP1,FAM96A,FAU,FBXO6,FGA,FGB,FGG,FH1,FIS1,FKBP1A,FXYD1,GABARAP,GAPDH,GCHFR,GCLM,GCSH,GJB2,GNB2,GNG12,GNG5,GPX4,GRHPR,GRPEL1,GSTM1,GSTM2,GSTP1,GTF2B,H2AFJ,H2AFZ,H2-Q10,H3F3A,H3F3B,HINT1,HIST1H2BC,HMGB1,HMGCL,HNRNPF,HP,HSD17B10,HSP90AB1,HSPA8,HSPB8,IFITM2,IFITM3,IFT20,ISG15,KRT18,KRTCAP2,KXD1,LAMTOR1,LAMTOR2,LAMTOR4,MAD2L2,MAP1LC3B,MBL2,MED28,MED29,MOCS2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTX2,MVB12A,MYL12A,MYL12B,MYL6,NACA,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NR0B2,OST4,OSTC,P4HB,PA2G4,PAM16,PDCD6,PDIA3,PDZD11,PFDN5,PHB,PHB2,PMPCB,POLD4,POLR1D,PON1,PPIA,PPIB,PPP1CA,PRDX3,PRELID1,PSENEN,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,PXMP2,QPRT,RAB11A,RAN,RANBP1,RAP1A,RBM3,RBP4,RBX1,RHEB,RNH1,ROGDI,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,RTRAF,S100A10,SAP18,SAR1B,SCP2,SDF2L1,SDHB,SDHD,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SFR1,SH3GLB1,SKP1A,SLC25A5,SLC9A3R1,SMDT1,SNRPD2,SNU13,SNX3,SPCS1,SPCS2,SPP2,SPTSSA,SRA1,SRP14,SRP72,SSR4,SSU72,STOML2,STUB1,SUCLG1,SWI5,TIMM13,TIMM17B,TIMM23,TM7SF2,TMED10,TMEM147,TMEM258,TOMM22,TRAPPC1,TRMT112,TTR,TUBB4B,TUBB5,TXNL1,U2AF1,UBA52,UBE2I,UBE2L3,UBE2N,UBE2V1,UGT1A1,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VAMP8,VDAC2,VDAC3,VPS28,VPS29,YBX1,YWHAQ,ZNHIT1
GO:CC	organelle envelope	GO:0031967	1.61E-37	36.79407609	3.310696359	1188	811	150	21265	ACADL,ACADS,ACAT1,AK2,AKR7A5,ANXA4,ASS1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,BLOC1S1,CALM1,CCS,CFL1,CHCHD10,CHCHD2,CHCHD3,CHMP2A,CISD1,CLU,COA3,COX19,COX4I1,COX5A,COX5B,COX6B1,COX7A2,COX7B,COX8A,CST3,CYB5R3,CYC1,CYCS,DHRS1,EBP,ECI1,EIF5A,FAM210B,FIS1,GAPDH,GCHFR,GFER,GHITM,GLUD1,GPX4,GRPEL1,H2-KE6,HAAO,HADH,HMGCL,HSD11B1,HSD3B3,IDH2,IFI27,IFI27L2B,MDH2,MGST1,MGST3,MPC1,MPC2,MRPL17,MTCH2,MTX2,NDUFA10,NDUFA11,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NIPSNAP1,NME2,OCIAD2,PAM16,PARK7,PDIA3,PEBP1,PEMT,PGRMC1,PHB,PHB2,PMPCB,PRELID1,RAN,RANBP1,REXO2,ROGDI,RPS3,SCP2,SDHB,SDHD,SEC13,SH3GLB1,SIGMAR1,SLC22A18,SLC25A39,SLC25A47,SLC25A5,SMDT1,SMIM20,SOD2,SQOR,STOML2,SUCLG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TM7SF2,TMEM120A,TMEM126A,TMEM14C,TMEM176B,TMEM97,TOMM22,TSPO,TST,TUBB5,TUFM,UBE2I,UQCC2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VAPA,VDAC2,VDAC3,YBX1
GO:CC	envelope	GO:0031975	1.61E-37	36.79407609	3.310696359	1188	811	150	21265	ACADL,ACADS,ACAT1,AK2,AKR7A5,ANXA4,ASS1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,BLOC1S1,CALM1,CCS,CFL1,CHCHD10,CHCHD2,CHCHD3,CHMP2A,CISD1,CLU,COA3,COX19,COX4I1,COX5A,COX5B,COX6B1,COX7A2,COX7B,COX8A,CST3,CYB5R3,CYC1,CYCS,DHRS1,EBP,ECI1,EIF5A,FAM210B,FIS1,GAPDH,GCHFR,GFER,GHITM,GLUD1,GPX4,GRPEL1,H2-KE6,HAAO,HADH,HMGCL,HSD11B1,HSD3B3,IDH2,IFI27,IFI27L2B,MDH2,MGST1,MGST3,MPC1,MPC2,MRPL17,MTCH2,MTX2,NDUFA10,NDUFA11,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NIPSNAP1,NME2,OCIAD2,PAM16,PARK7,PDIA3,PEBP1,PEMT,PGRMC1,PHB,PHB2,PMPCB,PRELID1,RAN,RANBP1,REXO2,ROGDI,RPS3,SCP2,SDHB,SDHD,SEC13,SH3GLB1,SIGMAR1,SLC22A18,SLC25A39,SLC25A47,SLC25A5,SMDT1,SMIM20,SOD2,SQOR,STOML2,SUCLG1,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TM7SF2,TMEM120A,TMEM126A,TMEM14C,TMEM176B,TMEM97,TOMM22,TSPO,TST,TUBB5,TUFM,UBE2I,UQCC2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VAPA,VDAC2,VDAC3,YBX1
GO:CC	cytosolic ribosome	GO:0022626	2.14E-33	32.669996	10.5331078	117	811	47	21265	FAU,ISG15,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,UBA52
GO:CC	inner mitochondrial membrane protein complex	GO:0098800	9.89E-32	31.00474287	9.534805515	132	811	48	21265	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,CHCHD10,CHCHD3,COA3,COX4I1,COX5A,CYC1,GRPEL1,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,PAM16,PHB,PHB2,SDHB,SDHD,SMDT1,TIMM17B,TIMM23,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	large ribosomal subunit	GO:0015934	4.38E-31	30.35813397	9.55328382	129	811	47	21265	MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS18A,NDUFAB1,RBM3,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,UBA52
GO:CC	endoplasmic reticulum	GO:0005783	1.87E-30	29.72715137	2.656655194	1668	811	169	21265	AADAC,AGPAT2,ALB,ALDOB,ANXA5,APOC1,ARL6IP5,ASGR2,ASS1,AUP1,BC031181,BCAP31,CERS2,CES2A,CIB1,CLU,CNBP,CNIH1,CNPY2,CRELD2,CST3,CTSZ,CYB5A,CYB5R3,CYP1A2,CYP2A12,CYP2A4,CYP2C70,CYP2D9,DAD1,DBI,DDOST,DDRGK1,DERL1,DERL2,DGAT2,DHRS1,DNAJB11,DNAJC3,EBP,EEF1D,EIF5A,EMC6,ERG28,ERGIC3,ERP29,ERP44,F10,FADS2,FBXO6,FDFT1,FGA,FGB,FIS1,FKBP1A,FKBP2,GABARAP,GABARAPL2,GLUD1,GNPNAT1,GRINA,GSTM7,H2-Q10,HACD2,HERPUD1,HGFAC,HP,HPD,HSD11B1,HSD17B12,HSD3B3,HSD3B7,IFITM3,KDELR1,KDELR2,KRTCAP2,MANF,MAP2K2,MGST1,MGST3,MRAP,MYDGF,NDFIP1,NDFIP2,NDUFB8,NENF,NPC2,OST4,OSTC,P4HB,PARK7,PDCD6,PDIA3,PDIA6,PEBP1,PEMT,PGRMC1,PNPLA7,POMP,PPIB,PRDX4,PROC,PSENEN,RDH7,REEP5,REEP6,RER1,RHEB,RPL10-PS3,RPL13,RPL18,RPL24,RPL27,RPL34,RPL6,RPLP0,RPS26,RPS3,RPS3A1,RPS6,S100A10,SAR1B,SC5D,SCP2,SDF2L1,SDF4,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SELENOF,SELENOK,SERPINA1B,SERPINA1D,SERPINA1E,SH3GLB1,SIGMAR1,SLC27A2,SLC35B1,SMIM14,SPCS1,SPCS2,SPTSSA,SQSTM1,SRP72,SSR2,SSR4,STUB1,TECR,TFG,TM7SF2,TMED10,TMED2,TMEM147,TMEM208,TMEM258,TMEM50A,TMEM97,TRAPPC1,TSPO,UGT1A1,VAPA,VDAC3,VKORC1,VMP1,VTN,XBP1,YIF1A
GO:CC	ribonucleoprotein complex	GO:1990904	4.34E-29	28.36227135	3.700073782	737	811	104	21265	ACTB,AK6,BTF3,DERL1,DERL2,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF6,FAU,GAPDH,HNRNPF,HSD17B10,HSPA8,ISG15,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFAB1,PA2G4,PSMA6,RBM3,RHEB,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,SNRPD2,SNU13,SRA1,SRP14,SRP72,U2AF1,UBA52,YBX1
GO:CC	cytosol	GO:0005829	8.07E-29	28.09300706	1.937150461	3790	811	280	21265	ABHD5,ACP1,ACTB,ACTG1,ADH5,ADK,ADRM1,AHCY,AK2,AK6,AKR1A1,AKR1C18,AKR1C20,AKR1C6,AKR7A5,ALAD,ALDOA,ALDOB,ANXA2,ANXA5,APOA1,APOA2,APRT,ARF1,ARF4,ARL1,ASS1,ATOX1,ATP6V1E1,ATP6V1G1,ATXN10,BAG1,BCCIP,BLOC1S1,BLVRB,BOLA3,BTF3,C1QBP,CALM1,CAPNS1,CCDC124,CCT5,CCT7,CCT8,CFL1,CHMP2A,CHMP2B,CIDEB,CLTB,CLU,CMBL,CNBP,COMT,COX19,COX4I1,CSTB,CTSH,CYB5A,CYC1,CYCS,DCTN3,DNAJC3,EDF1,EEF1A1,EEF1D,EIF2S1,EIF3H,EIF3K,EIF4EBP1,EIF6,ENO1,ESD,FABP1,FAM162A,FAM96A,FAU,FBP1,FDPS,FH1,FKBP1A,FOXA3,GABARAP,GABARAPL2,GALK1,GAMT,GAPDH,GCHFR,GFER,GJB2,GLMP,GLO1,GLRX3,GNMT,GPI1,GPX1,GPX4,GRHPR,GSS,GSTA3,GSTM1,GSTM2,GSTM7,GSTP1,GSTT1,GUK1,HAAO,HINT1,HIST1H2BC,HNRNPF,HSBP1,HSP90AB1,HSPA8,HSPB8,IDH1,IDH2,ISCU,ISG15,KRT18,KXD1,LAP3,LCN2,LDHA,LGALS9,LITAF,MAD2L2,MAP1LC3B,MAP2K2,MDH1,MIF,MOCS2,MRPL28,MRPS16,MT1,MTHFS,MTHFSL,MVB12A,NAXE,NDUFV1,NEDD8,NIPSNAP3B,NIT2,NT5C,NUDC,NUDT4,OAZ1,P4HB,PARK7,PCBD1,PCBP1,PDCD5,PDIA6,PDZD11,PFDN5,PFN1,PGAM1,PGK1,PLSCR1,PMVK,POMP,PPA1,PPA2,PPIA,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD4,PSMD8,PTMA,QDPR,RAB4A,RAC1,RAN,RANBP1,RASGRP2,RBP1,RBX1,RHEB,RHOA,RHOC,RIDA,RNH1,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,RTRAF,SAP18,SAT1,SCP2,SEC13,SELENBP1,SELENOW,SERF2,SH3GLB1,SKP1A,SNRPD2,SNX3,SPR,SQSTM1,SRA1,SSU72,STK16,STUB1,SUCLG1,TALDO1,TFG,TPI1,TPT1,TSTD1,TUBB5,TXNDC17,TXNL1,UBA52,UBB,UBE2I,UOX,UQCRC1,VAMP8,VPS28,VPS29,XBP1,YBX1,YWHAQ
GO:CC	mitochondrial matrix	GO:0005759	1.16E-27	26.9370732	5.213917425	347	811	69	21265	ACADL,ACADS,ACAT1,AGXT,ALDH2,ATP5B,BLOC1S1,C1QBP,CLPP,ECHS1,ECI1,ETFA,FDPS,GLRX5,GLUD1,GRPEL1,H2-KE6,HADH,HMGCL,ISCU,MDH2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTHFS,MTHFSL,NDUFA10,NDUFA7,NDUFAB1,PAM16,PARK7,PMPCB,PRDX1,REXO2,RIDA,RPS3,SLC25A5,SOD2,SUCLG1,TST,TUFM,UQCC2,UQCRC2,VDAC2
GO:CC	respirasome	GO:0070469	1.40E-24	23.85241359	10.14995426	93	811	36	21265	COA3,COX4I1,COX5A,COX6B1,COX7A2,COX7B,COX8A,CYC1,CYCS,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHB,SDHD,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	respiratory chain complex	GO:0098803	1.49E-24	23.82676647	11.00622612	81	811	34	21265	COA3,COX4I1,COX5A,COX6B1,COX7B,COX8A,CYC1,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHB,SDHD,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	mitochondrial respirasome	GO:0005746	6.27E-24	23.20239843	11.09337949	78	811	33	21265	COA3,COX4I1,COX5A,COX7A2,COX7B,CYC1,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHB,SDHD,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	small ribosomal subunit	GO:0015935	4.48E-23	22.34861998	10.55223903	82	811	33	21265	FAU,ISG15,MRPL42,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,UBA52
GO:CC	myelin sheath	GO:0043209	1.20E-20	19.92241202	5.868445775	210	811	47	21265	ACTB,ACTG1,ALB,ALDOA,ANXA2,ASS1,ATP5B,ATP5C1,ATP5F1,CALM1,CCT5,COX5A,CYCS,EEF1A1,ENO1,GAPDH,GDI2,GNB2,GPI1,GSTM1,HSPA8,MDH1,MDH2,MIF,NDUFA10,NDUFS3,NDUFV2,NME2,PDIA3,PEBP1,PGAM1,PHB,PPIA,PRDX1,PRDX2,PRDX3,RAP1A,SLC25A5,SOD2,TUBB4B,TUFM,UBA52,UBB,UQCRC1,UQCRC2,UQCRFS1,VDAC2
GO:CC	cytosolic large ribosomal subunit	GO:0022625	7.05E-19	18.15174741	10.7266562	66	811	27	21265	RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,UBA52
GO:CC	membrane protein complex	GO:0098796	1.36E-18	17.86514706	2.592507831	1153	811	114	21265	AP2M1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F,ATP6V1G1,C8G,CALM1,CHCHD10,CHCHD3,CHMP2A,CHMP2B,CLTA,CLTB,COA3,COPE,COX4I1,COX5A,COX6B1,COX7B,COX8A,CYC1,DAD1,DDOST,DERL1,DERL2,EMC4,EMC6,EMC7,FKBP1A,FXYD1,GJB2,GNB2,GNG12,GNG5,GRPEL1,H2-Q10,HMGB1,KRTCAP2,LAMTOR1,LAMTOR2,LAMTOR4,MTX2,MVB12A,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,OST4,OSTC,PAM16,PDCD6,PDIA3,PDZD11,PHB,PHB2,PSENEN,SAR1B,SDHB,SDHD,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SLC9A3R1,SMDT1,SNX3,SPCS1,SPCS2,SPTSSA,SSR4,STOML2,TIMM17B,TIMM23,TMED10,TMEM258,TOMM22,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VAMP8,VDAC2,VDAC3,VPS28,VPS29
GO:CC	endomembrane system	GO:0012505	2.32E-17	16.63400418	1.697602136	3985	811	258	21265	AADAC,AGPAT2,AHSG,AKR7A5,ALB,ALDOB,ANGPTL3,ANXA2,ANXA4,ANXA5,AP2M1,APOC1,ARF1,ARF4,ARF5,ARL1,ARL6IP5,ARPC2,ASGR2,ASS1,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V1E1,AUP1,BC004004,BC031181,BCAP31,BLOC1S1,BSG,BST2,CALM1,CD63,CERS2,CES2A,CHMP2A,CHMP2B,CIB1,CLTA,CLTB,CLU,CNBP,CNIH1,CNPY2,COPE,CRELD2,CST3,CTSH,CTSL,CTSZ,CYB5A,CYB5R3,CYP1A2,CYP2A12,CYP2A4,CYP2C70,CYP2D9,DAD1,DBI,DDOST,DDRGK1,DERL1,DERL2,DGAT2,DHRS1,DNAJB11,DNAJC3,EBP,EEF1D,EIF5A,EMC4,EMC6,EMC7,ERG28,ERGIC3,ERP29,ERP44,F10,FADS2,FBXO6,FDFT1,FGA,FGB,FGG,FIS1,FKBP1A,FKBP2,GABARAP,GABARAPL2,GAPDH,GCHFR,GDI2,GLUD1,GNPNAT1,GPX4,GRINA,GSTM7,H2-Q10,HACD2,HERPUD1,HGFAC,HMGB1,HP,HPD,HSD11B1,HSD17B12,HSD3B3,HSD3B7,HSPA8,IFI27,IFITM3,IFT20,IGFBP1,ITM2B,KDELR1,KDELR2,KRTCAP2,LAMTOR1,LAMTOR2,LAMTOR4,LAP3,LAPTM4A,LITAF,LMAN2,MANF,MAP1LC3B,MAP2K2,MGST1,MGST3,MRAP,MVB12A,MYDGF,NDFIP1,NDFIP2,NDUFB4,NDUFB8,NENF,NPC2,NUDC,OCIAD2,OST4,OSTC,P4HB,PARK7,PDCD6,PDIA3,PDIA6,PEBP1,PEMT,PERP,PGRMC1,PHB,PLSCR1,PNPLA7,POMP,PPIB,PRDX3,PRDX4,PROC,PSENEN,RAB11A,RAB4A,RAC1,RAN,RANBP1,RAP1A,RDH16F2,RDH7,REEP5,REEP6,RER1,RHEB,RHOA,RHOD,ROGDI,RPL10-PS3,RPL13,RPL18,RPL24,RPL27,RPL34,RPL6,RPLP0,RPS26,RPS3,RPS3A1,RPS6,S100A10,SAR1B,SC5D,SCP2,SDF2L1,SDF4,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SELENOF,SELENOK,SERPINA1B,SERPINA1D,SERPINA1E,SH3GLB1,SIGMAR1,SLC22A18,SLC27A2,SLC31A1,SLC35B1,SLC48A1,SLC9A3R1,SLPI,SMIM14,SNX3,SPCS1,SPCS2,SPTSSA,SQSTM1,SRP72,SSR2,SSR4,STUB1,TECR,TFG,TM6SF2,TM7SF2,TMBIM4,TMED10,TMED2,TMEM120A,TMEM147,TMEM167,TMEM176B,TMEM208,TMEM258,TMEM50A,TMEM59,TMEM97,TPT1,TRAPPC1,TSPO,TUBB5,UBE2D3,UBE2I,UGT1A1,VAMP8,VAPA,VDAC2,VDAC3,VKORC1,VMP1,VPS28,VPS29,VTI1B,VTN,XBP1,YBX1,YIF1A
GO:CC	mitochondrial ribosome	GO:0005761	2.65E-17	16.57630296	8.280225842	95	811	30	21265	MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFA7,NDUFAB1
