gene	avg_logFC	p_val_adj	cluster
Mrpl18	0.073692747	5.41E-09	SCT2
Sin3b	0.046039903	5.51E-09	SCT2
Dusp23	0.055168645	5.66E-09	SCT2
Bloc1s2	0.055337653	5.77E-09	SCT2
Elovl5	0.090832389	5.77E-09	SCT2
Tm4sf4	-0.185739531	5.90E-09	SCT2
Ptprk	-0.042647255	6.42E-09	SCT2
Nsmce2	0.051804346	6.67E-09	SCT2
Ilvbl	-0.037708744	6.72E-09	SCT2
1190007I07Rik	0.045905459	6.84E-09	SCT2
Psmb6	0.075982646	7.00E-09	SCT2
Zmat2	0.053150259	7.19E-09	SCT2
Nagk	0.064177481	7.25E-09	SCT2
Psmc1	0.095222451	7.60E-09	SCT2
Slc16a7	0.064431363	7.63E-09	SCT2
Rsrp1	-0.044583104	8.20E-09	SCT2
Carnmt1	0.036870182	8.24E-09	SCT2
Pttg1	0.073639296	8.27E-09	SCT2
Igsf8	-0.047192936	8.28E-09	SCT2
Commd1	0.049037014	8.47E-09	SCT2
Rchy1	0.057488224	8.47E-09	SCT2
Snrpa1	0.0610414	8.85E-09	SCT2
Abcg5	0.064774556	8.89E-09	SCT2
Klc4	0.045393019	9.22E-09	SCT2
Tor1a	0.071836345	9.89E-09	SCT2
BC031181	0.091862277	1.01E-08	SCT2
Cd2ap	-0.0405258	1.01E-08	SCT2
Ubl5	0.051104108	1.08E-08	SCT2
Svbp	0.054995454	1.09E-08	SCT2
Tmem183a	0.070599259	1.12E-08	SCT2
Dcxr	0.090960194	1.12E-08	SCT2
C4bp	0.057347197	1.16E-08	SCT2
Mecr	0.069099275	1.20E-08	SCT2
Ssb	0.084785792	1.22E-08	SCT2
B230118H07Rik	0.036528793	1.54E-08	SCT2
Coa7	0.053157246	1.56E-08	SCT2
Insc	-0.042301975	1.64E-08	SCT2
Bin1	0.056235331	1.84E-08	SCT2
Minos1	0.054662417	2.02E-08	SCT2
Ift20	0.055390545	2.04E-08	SCT2
Pdk2	0.041400979	2.04E-08	SCT2
Chchd5	0.048587685	2.08E-08	SCT2
Atxn10	-0.041523528	2.11E-08	SCT2
Med10	0.047546634	2.14E-08	SCT2
Dnaja2	0.103093873	2.14E-08	SCT2
Ppp1cc	0.068607939	2.16E-08	SCT2
Smu1	0.061868888	2.22E-08	SCT2
St13	0.10021824	2.24E-08	SCT2
Pdcd6	0.087542338	2.27E-08	SCT2
Rpl23a	0.054279928	2.39E-08	SCT2
Nudcd2	0.075602673	2.44E-08	SCT2
Use1	0.045932908	2.48E-08	SCT2
Tmem214	-0.043222174	2.62E-08	SCT2
Pmpca	0.052218284	2.69E-08	SCT2
Serpina11	-0.030506603	3.17E-08	SCT2
Sdccag3	0.048774103	3.23E-08	SCT2
Fam174a	0.049768059	3.26E-08	SCT2
F10	0.061096226	3.65E-08	SCT2
Tpd52	0.061644391	3.65E-08	SCT2
Tbcb	0.06225123	3.70E-08	SCT2
Tfam	0.051266457	3.83E-08	SCT2
Glmp	-0.049242039	3.91E-08	SCT2
Fundc1	0.041807954	4.05E-08	SCT2
St6gal1	-0.043467376	4.25E-08	SCT2
Ptgr2	0.037836346	4.30E-08	SCT2
Actn4	-0.044202257	4.31E-08	SCT2
Zfp36l1	-0.126522785	4.35E-08	SCT2
Adss	0.060287073	4.43E-08	SCT2
Lyar	0.039504379	4.77E-08	SCT2
Rpl14	0.05633022	4.85E-08	SCT2
Gatb	0.039037044	4.91E-08	SCT2
Sri	0.053995451	5.38E-08	SCT2
C8g	0.043146937	5.46E-08	SCT2
Dlst	0.06015416	5.66E-08	SCT2
Capns1	0.078506328	5.77E-08	SCT2
Pdia3	-0.103239393	5.92E-08	SCT2
Mpdu1	-0.035378045	6.08E-08	SCT2
Mpst	0.050784673	6.44E-08	SCT2
Spp1	-1.170808002	6.61E-08	SCT2
Gss	0.09783967	6.81E-08	SCT2
Dctn6	0.053882268	6.85E-08	SCT2
Tusc2	0.041203563	7.02E-08	SCT2
Rsl1d1	0.055723656	7.32E-08	SCT2
Immp2l	0.071984238	7.37E-08	SCT2
Pdzd11	0.076011336	7.57E-08	SCT2
Aimp1	0.057120237	8.03E-08	SCT2
Rnf130	0.049027695	8.30E-08	SCT2
Polr2d	0.047480994	8.79E-08	SCT2
Vamp4	0.064300709	9.02E-08	SCT2
Jak1	-0.054626545	9.23E-08	SCT2
Taf15	0.054359545	9.34E-08	SCT2
Fmo5	0.096667796	9.47E-08	SCT2
Hsd3b3	0.083482704	9.56E-08	SCT2
Pa2g4	0.073275763	9.87E-08	SCT2
Hint2	0.066045181	9.89E-08	SCT2
Pbdc1	0.045692599	1.10E-07	SCT2
Uchl5	0.045851017	1.11E-07	SCT2
Anp32e	0.03932473	1.13E-07	SCT2
Cdc34	0.044367275	1.14E-07	SCT2
Ndufa3	0.036896898	1.18E-07	SCT2
Tsfm	0.063341433	1.24E-07	SCT2
Pglyrp2	0.062327409	1.35E-07	SCT2
Chd1	-0.037635506	1.46E-07	SCT2
Rps5	-0.112215947	1.50E-07	SCT2
Acox2	0.087352503	1.56E-07	SCT2
Uxt	0.045004547	1.60E-07	SCT2
Osbpl1a	0.066715859	1.69E-07	SCT2
Eif3e	0.065955078	1.69E-07	SCT2
Mycbp	0.050997614	1.69E-07	SCT2
Luc7l2	-0.049739621	1.71E-07	SCT2
Ik	0.057880258	1.72E-07	SCT2
Rap1b	0.055519023	1.84E-07	SCT2
Rps25	0.029358101	1.86E-07	SCT2
Cyp2r1	0.047772949	1.92E-07	SCT2
Dnajb11	0.058638646	1.93E-07	SCT2
Cpox	-0.03871259	1.99E-07	SCT2
Mettl7b	0.032998525	2.03E-07	SCT2
2310030G06Rik	0.043046613	2.07E-07	SCT2
B230219D22Rik	-0.042431019	2.08E-07	SCT2
Rab1b	0.078624055	2.13E-07	SCT2
Rnasek	0.045432198	2.14E-07	SCT2
Snap29	0.038123042	2.22E-07	SCT2
Fam96b	0.040878975	2.32E-07	SCT2
Brcc3	0.046390652	2.32E-07	SCT2
Asna1	0.055149534	2.32E-07	SCT2
Proc	-0.083901509	2.40E-07	SCT2
Clint1	0.049774169	2.46E-07	SCT2
Polr2f	0.059531379	2.50E-07	SCT2
Cpped1	0.04159904	2.53E-07	SCT2
Isg15	0.086884214	2.72E-07	SCT2
Blvra	0.049890841	2.83E-07	SCT2
Bcl7b	0.0648647	2.98E-07	SCT2
Nr1h4	0.048015203	2.99E-07	SCT2
Pgm2	0.112472918	3.01E-07	SCT2
Hnrnpm	0.053064259	3.12E-07	SCT2
Sf3b1	-0.048488573	3.16E-07	SCT2
Rpl31	0.04814038	3.66E-07	SCT2
Pepd	0.076500359	3.85E-07	SCT2
Nadk	0.07189498	3.91E-07	SCT2
Mapre1	0.048773102	3.99E-07	SCT2
Ccz1	0.032180422	4.10E-07	SCT2
Ostf1	0.067955652	4.19E-07	SCT2
Rgn	-0.222298033	4.29E-07	SCT2
Shmt2	0.08813104	4.37E-07	SCT2
Vma21	0.056032198	4.38E-07	SCT2
Fads2	-0.007651218	4.49E-07	SCT2
Dtnbp1	0.040414195	4.67E-07	SCT2
Ahsg	0.019085572	4.96E-07	SCT2
Exosc9	0.03685296	5.08E-07	SCT2
Ssbp1	0.058274764	5.14E-07	SCT2
Ube2j1	0.046140848	5.26E-07	SCT2
Mettl26	-0.057895817	5.30E-07	SCT2
Maip1	0.045826797	5.31E-07	SCT2
Selenom	-0.069623095	5.41E-07	SCT2
Psmd10	0.049464899	5.50E-07	SCT2
Ndufaf8	0.06098505	5.65E-07	SCT2
Srp54a	0.044585347	5.72E-07	SCT2
Mrps5	0.061774239	5.82E-07	SCT2
Gnai3	0.05429945	6.94E-07	SCT2
Ube2a	0.061462366	7.44E-07	SCT2
Dnajc3	-0.157651574	7.66E-07	SCT2
Ube2i	0.060165315	7.71E-07	SCT2
Ggh	0.041141674	7.81E-07	SCT2
Ube2e3	0.073047763	8.39E-07	SCT2
Polr2g	0.044801284	8.41E-07	SCT2
Scarb1	0.036344449	8.51E-07	SCT2
Smim20	0.072025668	8.51E-07	SCT2
Nsun2	0.042027695	8.54E-07	SCT2
Golt1a	0.039690287	8.70E-07	SCT2
Rpl12	0.02787659	8.92E-07	SCT2
Hdlbp	-0.102155562	9.14E-07	SCT2
Zfp330	0.044699634	9.15E-07	SCT2
Zfand5	-0.04913869	9.67E-07	SCT2
Rpl15	0.04774782	9.94E-07	SCT2
Mtss1	-0.049586625	1.01E-06	SCT2
Fech	0.062260969	1.10E-06	SCT2
Qsox1	-0.042494469	1.11E-06	SCT2
Sdha	0.065972957	1.15E-06	SCT2
Tuba8	0.039536031	1.17E-06	SCT2
Polr2k	0.041083695	1.19E-06	SCT2
Cald1	0.080280771	1.20E-06	SCT2
Sirt5	0.040527723	1.20E-06	SCT2
Plscr2	0.039930857	1.26E-06	SCT2
Elavl1	0.051306186	1.35E-06	SCT2
Abhd4	0.033039118	1.39E-06	SCT2
Cyp17a1	0.035111082	1.46E-06	SCT2
Plekhj1	0.057530883	1.57E-06	SCT2
Txnl4a	0.040419726	1.61E-06	SCT2
Rps2	0.069450925	1.71E-06	SCT2
Cox7a2l	0.077483491	1.72E-06	SCT2
Mccc2	0.049714828	1.80E-06	SCT2
Nhp2	0.062793833	1.81E-06	SCT2
Aqp9	-0.044244839	1.85E-06	SCT2
Strap	0.076478926	1.98E-06	SCT2
Tex261	0.085854002	2.06E-06	SCT2
Slirp	0.036805901	2.07E-06	SCT2
Cyp3a13	0.040575588	2.09E-06	SCT2
Stt3b	-0.044954027	2.10E-06	SCT2
Lmna	-0.049329496	2.16E-06	SCT2
Cdc37	0.07429541	2.18E-06	SCT2
Eif3k	0.053068523	2.20E-06	SCT2
Ncbp2	0.042628648	2.27E-06	SCT2
Pex7	0.075839381	2.28E-06	SCT2
Nmd3	0.039290997	2.28E-06	SCT2
Ccdc25	0.06135385	2.31E-06	SCT2
Dennd5b	-0.033367114	2.39E-06	SCT2
Ndufa9	0.059727288	2.42E-06	SCT2
Bco1	0.041392332	2.52E-06	SCT2
Ces1c	0.035700556	2.52E-06	SCT2
Tmem126b	0.036624029	2.58E-06	SCT2
Fam104a	0.061416052	2.59E-06	SCT2
Hdhd2	0.049982688	2.66E-06	SCT2
Cyb5r4	0.036463535	2.70E-06	SCT2
Rpl18a	-0.083617743	2.87E-06	SCT2
Fra10ac1	0.043620827	3.04E-06	SCT2
Fbxo3	0.046492263	3.12E-06	SCT2
Snrpa	0.050231917	3.18E-06	SCT2
Chchd7	0.025258393	3.20E-06	SCT2
Mapk9	0.045259443	3.23E-06	SCT2
Sdhaf2	0.034476836	3.26E-06	SCT2
Smagp	0.06179734	3.46E-06	SCT2
Fam20a	-0.036637753	3.54E-06	SCT2
Commd2	0.045901347	3.59E-06	SCT2
Nudt5	0.05050847	3.60E-06	SCT2
Dgcr6	0.061033205	3.78E-06	SCT2
Gm19950	0.042832101	3.81E-06	SCT2
Apoh	0.043670648	3.83E-06	SCT2
Calml4	0.029660323	3.85E-06	SCT2
Spink1	0.012052842	3.85E-06	SCT2
Rtf2	0.059721536	4.34E-06	SCT2
Aarsd1	0.031367809	4.41E-06	SCT2
Mttp	-0.049895623	4.57E-06	SCT2
Cox18	0.037230042	4.58E-06	SCT2
Os9	-0.059589781	4.63E-06	SCT2
Dad1	0.038846322	4.72E-06	SCT2
Ugt1a1	0.073019689	4.80E-06	SCT2
Copa	-0.03997406	4.81E-06	SCT2
Ilkap	0.051049886	4.91E-06	SCT2
Wasf2	-0.03365927	4.95E-06	SCT2
Snrpc	0.061391519	4.99E-06	SCT2
Fam50a	0.054230414	5.07E-06	SCT2
Emc9	0.050697118	5.12E-06	SCT2
Cope	-0.072105619	5.27E-06	SCT2
Otub1	0.049029179	5.28E-06	SCT2
Pla2g12a	-0.047540379	5.95E-06	SCT2
Eci1	0.079275286	6.00E-06	SCT2
Gemin7	0.046426558	6.10E-06	SCT2
Mrpl3	0.034222284	6.20E-06	SCT2
Mdh2	0.057703816	6.41E-06	SCT2
Nop10	0.043526727	6.74E-06	SCT2
Pklr	0.039004948	6.86E-06	SCT2
Lsm1	0.051571089	7.45E-06	SCT2
Bhmt2	0.101742681	7.83E-06	SCT2
Mfge8	-0.065903116	7.87E-06	SCT2
Serhl	0.037673897	7.95E-06	SCT2
Tnfrsf1a	-0.035394314	8.01E-06	SCT2
Vamp7	0.04359923	8.14E-06	SCT2
Tiprl	0.042741308	8.29E-06	SCT2
Bad	0.034495088	8.34E-06	SCT2
Nifk	0.039970297	8.72E-06	SCT2
Klhl13	0.039390456	8.82E-06	SCT2
Cnep1r1	0.048735931	8.84E-06	SCT2
Thyn1	0.034933826	9.35E-06	SCT2
Gskip	0.031965312	9.40E-06	SCT2
Gch1	0.07067073	9.99E-06	SCT2
Ypel3	0.077629007	1.00E-05	SCT2
Sertad1	-0.050970328	1.02E-05	SCT2
Acads	0.081810367	1.12E-05	SCT2
Tomm7	0.029240496	1.12E-05	SCT2
Smim12	0.056291731	1.13E-05	SCT2
Dpp3	-0.03378952	1.15E-05	SCT2
Mat1a	0.05169306	1.17E-05	SCT2
Ikbkb	0.036799219	1.20E-05	SCT2
H2-Q7	-0.056363132	1.20E-05	SCT2
Nfic	-0.032969804	1.20E-05	SCT2
Snap47	0.067441573	1.27E-05	SCT2
Eif3j1	0.062725516	1.28E-05	SCT2
Idh3a	0.042905177	1.28E-05	SCT2
Gm5617	0.027220596	1.30E-05	SCT2
Depdc7	0.044101619	1.31E-05	SCT2
Atrx	-0.031298585	1.31E-05	SCT2
Wdr33	0.04902071	1.35E-05	SCT2
Lsm2	0.06841297	1.35E-05	SCT2
Psmb4	0.053778183	1.36E-05	SCT2
Surf2	0.031829722	1.37E-05	SCT2
Mrpl9	0.044972396	1.43E-05	SCT2
Foxa3	-0.051963998	1.44E-05	SCT2
Gng5	0.040609196	1.46E-05	SCT2
Dtd1	0.037745083	1.51E-05	SCT2
Dmac1	0.038671995	1.51E-05	SCT2
Phlda1	-0.081906335	1.53E-05	SCT2
Lactb	0.051156684	1.56E-05	SCT2
Psmg1	0.046974366	1.61E-05	SCT2
Hexb	0.037324726	1.61E-05	SCT2
Ebag9	0.038814285	1.62E-05	SCT2
Sap30bp	0.031776573	1.65E-05	SCT2
Mad2l2	0.068999872	1.73E-05	SCT2
Sdcbp	0.063322416	1.75E-05	SCT2
Mrps11	0.035508437	1.77E-05	SCT2
Acaa2	0.072338009	1.77E-05	SCT2
Lims2	0.038193368	1.85E-05	SCT2
Rpl9-ps6	-0.068264585	1.92E-05	SCT2
1110004E09Rik	0.047597324	1.93E-05	SCT2
Bdh1	-0.043169398	1.96E-05	SCT2
Commd8	0.03684403	1.96E-05	SCT2
Aig1	-0.055051855	1.97E-05	SCT2
Ubb	0.044262539	1.98E-05	SCT2
Uqcrc2	0.067612888	2.01E-05	SCT2
Mrto4	0.047657078	2.07E-05	SCT2
Ddx6	-0.034669415	2.07E-05	SCT2
Saa1	-0.015043189	2.08E-05	SCT2
Derl2	0.074963872	2.15E-05	SCT2
Mcur1	0.033513271	2.26E-05	SCT2
Gtf2a2	0.052110516	2.38E-05	SCT2
Imp3	-0.053688441	2.45E-05	SCT2
Papola	0.053141113	2.48E-05	SCT2
Vta1	0.038202774	2.54E-05	SCT2
Mtus1	-0.032480203	2.57E-05	SCT2
Tmem60	0.045715828	2.62E-05	SCT2
2300009A05Rik	0.047049616	2.62E-05	SCT2
Ppig	0.039386867	2.62E-05	SCT2
Mrps23	0.041240111	2.64E-05	SCT2
Pole3	0.027396974	2.69E-05	SCT2
Rmdn1	0.051255385	2.72E-05	SCT2
Ubxn8	0.035118104	2.93E-05	SCT2
Mrpl34	0.051823786	2.95E-05	SCT2
Tmem150a	0.055599162	3.01E-05	SCT2
Pfdn4	0.031747406	3.05E-05	SCT2
Mmab	0.034928315	3.08E-05	SCT2
Hook1	-0.038083736	3.09E-05	SCT2
4933434E20Rik	0.031306069	3.10E-05	SCT2
Riok3	0.045305945	3.14E-05	SCT2
Scaf11	-0.041149552	3.18E-05	SCT2
Commd5	0.036854981	3.27E-05	SCT2
Ccdc90b	0.03050008	3.41E-05	SCT2
Hras	0.054132714	3.58E-05	SCT2
Ces2g	0.059576306	3.67E-05	SCT2
Pls3	0.03658901	3.71E-05	SCT2
Tgds	0.034299683	3.79E-05	SCT2
Scnm1	0.034393107	3.82E-05	SCT2
Serpina1a	-0.119210706	3.87E-05	SCT2
Pcyt2	0.087325118	3.87E-05	SCT2
Wdr12	0.033859558	3.90E-05	SCT2
Canx	-0.037081046	3.93E-05	SCT2
Psme3	0.032592827	4.04E-05	SCT2
Cndp2	0.038292625	4.21E-05	SCT2
Lias	0.039677322	4.37E-05	SCT2
Fam3c	-0.037426743	4.55E-05	SCT2
Xaf1	0.038063116	4.60E-05	SCT2
Snrpg	0.024182026	4.74E-05	SCT2
Rrp1	0.071453184	4.76E-05	SCT2
Eef1d	0.044884376	4.81E-05	SCT2
Pex19	0.048326565	4.84E-05	SCT2
Exosc8	0.038668658	4.93E-05	SCT2
Mrpl46	0.041161449	5.12E-05	SCT2
Pbld1	0.045986525	5.38E-05	SCT2
Yipf3	-0.03837483	5.45E-05	SCT2
Uba1	-0.034377203	5.58E-05	SCT2
Abracl	0.0639457	5.65E-05	SCT2
Crb3	0.058330533	5.86E-05	SCT2
Bola1	0.043932412	5.98E-05	SCT2
Tmem55a	0.041067667	5.99E-05	SCT2
Dph3	0.040997098	6.01E-05	SCT2
Asl	0.081592506	6.28E-05	SCT2
Cdk7	0.030152552	6.34E-05	SCT2
Parva	0.043351109	6.41E-05	SCT2
Smim22	0.040333847	6.82E-05	SCT2
Lyrm2	0.024224223	7.02E-05	SCT2
Slc29a1	-0.048099167	7.03E-05	SCT2
Diablo	0.035836701	7.18E-05	SCT2
Pkn2	-0.036339942	7.25E-05	SCT2
Vps41	0.032629612	7.52E-05	SCT2
Lars2	0.070130739	7.55E-05	SCT2
Capza1	0.032201245	7.77E-05	SCT2
Aamp	-0.042707433	7.90E-05	SCT2
Uqcrh	0.026627153	7.99E-05	SCT2
Gpatch11	0.029264868	8.09E-05	SCT2
S100a13	0.019419579	8.13E-05	SCT2
Dctn3	0.065834201	8.83E-05	SCT2
Psmd5	0.036605007	9.09E-05	SCT2
Babam2	0.048112641	9.52E-05	SCT2
Tatdn1	0.031769912	9.65E-05	SCT2
Smarce1	0.044545798	9.77E-05	SCT2
Ptpn2	0.03454072	9.77E-05	SCT2
Chchd10	0.016906709	9.85E-05	SCT2
Bud23	0.055088776	0.000104151	SCT2
Chrac1	0.05096716	0.000104577	SCT2
Snrpb	-0.037755373	0.000107583	SCT2
Med30	0.036807141	0.000108128	SCT2
Nudt4	0.070153129	0.000108526	SCT2
Nags	-0.04669364	0.000111488	SCT2
Cd63	0.054926309	0.000112105	SCT2
Ctso	0.03445596	0.000112333	SCT2
Eif3l	0.062073804	0.000113746	SCT2
Snu13	0.070016853	0.000114295	SCT2
Bub3	0.035184867	0.000117413	SCT2
Armc1	0.04434537	0.000119513	SCT2
Myl12a	0.054372131	0.000120587	SCT2
Psmd7	0.079007461	0.000124335	SCT2
C130074G19Rik	0.035295549	0.000128265	SCT2
Atp6v1d	0.070372567	0.000131453	SCT2
Nmrk1	0.035891193	0.000132164	SCT2
Nat8f1	-0.046601559	0.000133524	SCT2
Pank2	0.036726048	0.000136883	SCT2
1700020I14Rik	0.041059615	0.000141774	SCT2
Ccnh	0.042588503	0.000142492	SCT2
Cox4i1	0.037271287	0.000148658	SCT2
Exosc3	0.050104167	0.000156984	SCT2
Prdx2	0.057615441	0.000159137	SCT2
Pqlc1	-0.040426191	0.000168402	SCT2
Hnrnph2	0.039654474	0.000169784	SCT2
Ctsa	-0.033573601	0.000170905	SCT2
Pon3	0.039194598	0.000183132	SCT2
Shmt1	0.072320357	0.000186501	SCT2
Mrpl54	0.047611011	0.000187094	SCT2
Hmgn2	0.036877685	0.000189923	SCT2
Immt	0.056206612	0.000198742	SCT2
Rnh1	-0.052758188	0.000201705	SCT2
Smim7	0.051044925	0.000207597	SCT2
Anxa7	0.050566855	0.000209483	SCT2
Sf3a3	0.034346332	0.000209648	SCT2
Dnajc24	0.026822875	0.000216549	SCT2
Nip7	0.036975001	0.000220774	SCT2
Elp5	0.034698894	0.000223556	SCT2
Asb8	0.03607803	0.000228415	SCT2
Fdps	0.041262297	0.000234966	SCT2
Rraga	0.055216831	0.000236496	SCT2
Pop4	0.031184045	0.000242838	SCT2
Eapp	0.043617446	0.000244668	SCT2
Cox14	0.054112528	0.00025572	SCT2
Rpe	0.028627857	0.000263872	SCT2
Ehhadh	0.032551604	0.000267933	SCT2
Slc30a9	0.034100777	0.000272719	SCT2
Alad	0.049475172	0.000298948	SCT2
Rplp0	-0.111874683	0.000304273	SCT2
Sacm1l	0.034962361	0.000321133	SCT2
Ube2j2	0.060917847	0.000321792	SCT2
Tmx2	0.045049359	0.000327341	SCT2
Raph1	-0.043139581	0.000335248	SCT2
Tmem9	0.036163289	0.000337719	SCT2
Mut	0.04938921	0.000338432	SCT2
Lamtor3	0.045049794	0.000354837	SCT2
Dio1	0.04012393	0.000369778	SCT2
Cyp2c37	0.038045833	0.000380396	SCT2
Psph	0.057745266	0.000392951	SCT2
Slc41a3	-0.029210773	0.00039378	SCT2
Rpl19	0.035371189	0.000415627	SCT2
Csde1	-0.040486713	0.000416432	SCT2
Retreg1	-0.052736555	0.00043199	SCT2
Nkiras1	0.039142183	0.000460679	SCT2
Sec31a	-0.029829139	0.000462325	SCT2
Spryd4	0.055702776	0.000462487	SCT2
Gyg	0.036058989	0.000470736	SCT2
Aifm1	0.054043037	0.000471784	SCT2
Sirt2	0.048468778	0.000472163	SCT2
Abat	0.038249538	0.000483826	SCT2
Cep85	-0.035667068	0.00048468	SCT2
Rtp3	0.037159085	0.000493216	SCT2
Pja1	0.035588066	0.000493335	SCT2
S100a16	0.047788993	0.000507249	SCT2
Cbr4	0.042596439	0.000520193	SCT2
Afm	0.034660864	0.000523875	SCT2
Tubg1	0.0346971	0.000526963	SCT2
Plbd1	-0.061969945	0.000529156	SCT2
Cited2	-0.035765404	0.000537816	SCT2
Aasdhppt	0.042241742	0.000542037	SCT2
Psmg2	0.031184172	0.000545684	SCT2
Zwint	0.047224303	0.000557325	SCT2
M6pr	0.062258242	0.000566259	SCT2
Pebp1	0.05068246	0.000590726	SCT2
Srsf7	0.030679841	0.000605637	SCT2
Pea15a	0.037452228	0.000621533	SCT2
Rsph3b	0.034074799	0.000637107	SCT2
Aplp2	-0.046664088	0.000644689	SCT2
Tmem106c	0.047869767	0.000645249	SCT2
Tmem56	-0.059315375	0.000653895	SCT2
Ctsh	0.049618047	0.000660576	SCT2
Fbxw9	-0.051949891	0.000702413	SCT2
Vkorc1l1	0.028621413	0.000714399	SCT2
Sharpin	0.039554217	0.000727883	SCT2
Pemt	0.048899857	0.000736747	SCT2
Cog8	0.05593064	0.000764552	SCT2
Tpd52l2	0.045817371	0.000775667	SCT2
Ruvbl1	0.037408849	0.000782406	SCT2
Ergic2	0.044578632	0.000783035	SCT2
Gna13	0.036748682	0.000789382	SCT2
Ssu72	0.066245828	0.000819849	SCT2
C8a	-0.024944646	0.000829074	SCT2
Eif1ad	0.040759188	0.000838985	SCT2
Mup21	0.02060599	0.000853157	SCT2
Prkaca	0.033543532	0.000870649	SCT2
A230050P20Rik	0.037000328	0.000896663	SCT2
Cyp4a31	-0.035988613	0.000939035	SCT2
Aldoa	0.059890373	0.000948744	SCT2
Lsm6	0.051744989	0.000970966	SCT2
Nudt19	0.008049612	0.000976413	SCT2
Tmem147	0.04221665	0.000989508	SCT2
Bnip3l	0.055218542	0.000995899	SCT2
Dctpp1	0.047834878	0.000997164	SCT2
Smim14	0.030024089	0.001007732	SCT2
Tsc22d1	-0.040048816	0.001024547	SCT2
Drap1	0.031416692	0.001024804	SCT2
Arhgdia	0.048624838	0.001044418	SCT2
Gcdh	0.099457797	0.001047435	SCT2
Rpl10	0.022010076	0.001064655	SCT2
Cbs	0.070930665	0.001096169	SCT2
Fam35a	-0.032452317	0.001104254	SCT2
Ormdl2	0.056043117	0.001114363	SCT2
Spcs2	0.029571939	0.001118675	SCT2
Cutal	0.056527903	0.001143146	SCT2
Med9	0.02886127	0.001154122	SCT2
Tram1	-0.053094737	0.001187548	SCT2
Stoml2	0.076375169	0.001200207	SCT2
Fndc3a	-0.031224962	0.00121941	SCT2
Scamp3	0.06621363	0.001299275	SCT2
Pdcd10	0.047681165	0.001307606	SCT2
Smim1	0.030292751	0.001340274	SCT2
Ap2s1	0.062798915	0.001344648	SCT2
Arpc4	0.055335376	0.001355694	SCT2
Tmem30a	0.057441567	0.00136882	SCT2
Cpq	0.050718989	0.001376223	SCT2
Smco4	0.058421335	0.001403663	SCT2
Mrpl48	0.043652761	0.00140444	SCT2
Map2k2	-0.047805026	0.001436918	SCT2
Ubald2	0.040801005	0.001455042	SCT2
2310061I04Rik	0.046683434	0.001492108	SCT2
Carhsp1	0.053702331	0.001494138	SCT2
Ebna1bp2	0.029331609	0.001504591	SCT2
Stxbp6	0.044386012	0.001535533	SCT2
Idh3g	0.039293473	0.001568981	SCT2
Kyat1	-0.091457698	0.001602989	SCT2
Mrpl24	0.057728673	0.00160927	SCT2
Slbp	0.031319787	0.001611251	SCT2
Tm2d2	-0.028109166	0.001639935	SCT2
Tmem120a	0.055625611	0.001675669	SCT2
Ccdc59	0.041492609	0.001700441	SCT2
Xpa	0.034285166	0.001708802	SCT2
Stt3a	-0.05299004	0.001713587	SCT2
Raly	0.038074811	0.001720573	SCT2
Rabac1	-0.071386719	0.001787854	SCT2
Tmed7	-0.040989715	0.001792666	SCT2
Ppp1r2	0.040164526	0.001895123	SCT2
Eif1b	0.04854701	0.001965865	SCT2
Tceal9	0.044684548	0.002056965	SCT2
Rnaset2b	0.062176178	0.002278149	SCT2
Phb2	0.048038767	0.002325916	SCT2
Commd9	0.031322001	0.002329851	SCT2
Nat9	0.041148898	0.002390815	SCT2
Mapk1	0.046981403	0.002392979	SCT2
Gm8186	0.004568303	0.002438411	SCT2
Dnpep	-0.027848968	0.002479039	SCT2
Rplp1	0.021934571	0.002495637	SCT2
Cinp	0.023281014	0.002523523	SCT2
Mrpl4	0.060966889	0.002555826	SCT2
Nt5m	0.033892951	0.002603385	SCT2
Thnsl2	0.04140068	0.00261995	SCT2
Ndufv1	0.074986727	0.00264711	SCT2
Tspo	-0.061284028	0.002647442	SCT2
Drg1	0.04752625	0.002651466	SCT2
Hmox2	0.060615342	0.002675614	SCT2
Hspa8	0.009718537	0.002682303	SCT2
Kazald1	-0.032794471	0.002754127	SCT2
Snrpf	0.037824177	0.002772	SCT2
Slc10a2	-0.030362336	0.002834046	SCT2
Gsdmd	0.036170282	0.002865553	SCT2
Prtn3	-0.000652341	0.002890297	SCT2
Cyp2c68	0.038427305	0.00291251	SCT2
Mdp1	0.031061844	0.002945805	SCT2
Sec24d	-0.032414555	0.003038188	SCT2
Tcp11l1	0.02989228	0.003071553	SCT2
Stard5	0.029744317	0.003072696	SCT2
Tmem192	0.031524701	0.003120949	SCT2
Gckr	0.056007763	0.003153045	SCT2
Rps29	-0.115082073	0.003182704	SCT2
Rit1	0.029358777	0.00319421	SCT2
Emc3	0.040221186	0.00324516	SCT2
Hpf1	0.02560146	0.003390702	SCT2
Anapc16	0.036784065	0.003471493	SCT2
Rps26	-0.10805212	0.003578023	SCT2
Pum3	0.037656114	0.003748499	SCT2
Traf4	-0.035089926	0.003781458	SCT2
Il13ra1	0.029457091	0.003788516	SCT2
Tyms	0.020458595	0.003819936	SCT2
Gtf2e2	0.030781943	0.003880622	SCT2
Txndc12	0.038570761	0.003900016	SCT2
Timm44	0.030455148	0.004223458	SCT2
