ID	human_organism	human_gene	mouse_organism	mouse_gene
65267	human	CLVS1	"mouse, laboratory"	Clvs1
65275	human	RTTN	"mouse, laboratory"	Rttn
65276	human	EOGT	"mouse, laboratory"	Eogt
65280	human	ZFP41	"mouse, laboratory"	Zfp41
65284	human	ARHGAP44	"mouse, laboratory"	Arhgap44
65285	human	PRSS58	"mouse, laboratory"	Prss58
65286	human	TAAR9	"mouse, laboratory"	Taar9
65290	human	RSPO4	"mouse, laboratory"	Rspo4
65296	human	CBX7	"mouse, laboratory"	Cbx7
65299	human	TMTC1	"mouse, laboratory"	Tmtc1
65315	human	TOGARAM2	"mouse, laboratory"	Togaram2
65318	human	ZNF629	"mouse, laboratory"	Zfp629
65328	human	ZNF12	"mouse, laboratory"	Zfp12
65330	human	TRARG1	"mouse, laboratory"	Trarg1
65333	human	SLC15A5	"mouse, laboratory"	Slc15a5
65334	human	LOC100507656	"mouse, laboratory"	Zfp385c
65335	human	METTL24	"mouse, laboratory"	Mettl24
65339	human	PLA2G4E	"mouse, laboratory"	Pla2g4e
65341	human	DSG4	"mouse, laboratory"	Dsg4
65342	human	LRRTM2	"mouse, laboratory"	Lrrtm2
65347	human	BSX	"mouse, laboratory"	Bsx
65355	human	RGMB	"mouse, laboratory"	Rgmb
65356	human	TMPRSS11F	"mouse, laboratory"	Tmprss11f
65357	human	STK32A	"mouse, laboratory"	Stk32a
65358	human	NSUN3	"mouse, laboratory"	Nsun3
65605	human	CCDC85A	"mouse, laboratory"	Ccdc85a
65608	human	QSOX2	"mouse, laboratory"	Qsox2
65615	human	BCL9L	"mouse, laboratory"	Bcl9l
65619	human	ANKDD1A	"mouse, laboratory"	Ankdd1a
65620	human	KIF9	"mouse, laboratory"	Kif9
65622	human	AP1S3	"mouse, laboratory"	Ap1s3
65856	human	NANOS3	"mouse, laboratory"	Nanos3
65865	human	SLC23A3	"mouse, laboratory"	Slc23a3
65866	human	PRR14L	"mouse, laboratory"	Prr14l
65867	human	MAFA	"mouse, laboratory"	Mafa
65979	human	DCAF17	"mouse, laboratory"	Dcaf17
65982	human	CSMD3	"mouse, laboratory"	Csmd3
65986	human	SH2D6	"mouse, laboratory"	Sh2d6
65995	human	LRRC75B	"mouse, laboratory"	Lrrc75b
65996	human	LRRC75A	"mouse, laboratory"	Lrrc75a
65999	human	KCTD1	"mouse, laboratory"	Kctd1
66004	human	CENPS-CORT	"mouse, laboratory"	Cenps
66103	human	OTUD3	"mouse, laboratory"	Otud3
66105	human	RPRML	"mouse, laboratory"	Rprml
66117	human	MYH7B	"mouse, laboratory"	Myh7b
66151	human	USH2A	"mouse, laboratory"	Ush2a
66164	human	SHISA6	"mouse, laboratory"	Shisa6
66182	human	C2orf66	"mouse, laboratory"	Gm34066
66191	human	MAST3	"mouse, laboratory"	Mast3
66192	human	HECW2	"mouse, laboratory"	Hecw2
66194	human	TNRC6B	"mouse, laboratory"	Tnrc6b
66195	human	EFR3B	"mouse, laboratory"	Efr3b
66198	human	STRIP2	"mouse, laboratory"	Strip2
66199	human	MARCHF4	"mouse, laboratory"	Marchf4
66204	human	MYSM1	"mouse, laboratory"	Mysm1
66207	human	ARL9	"mouse, laboratory"	Arl9
66215	human	OR52J3	"mouse, laboratory"	Olfr592
66233	human	AWAT1	"mouse, laboratory"	Awat1
66243	human	MYLK4	"mouse, laboratory"	Mylk4
66271	human	PITPNM3	"mouse, laboratory"	Pitpnm3
66272	human	KLHL29	"mouse, laboratory"	Klhl29
66273	human	AOPEP	"mouse, laboratory"	Aopep
66277	human	ARRDC5	"mouse, laboratory"	Arrdc5
66294	human	ZYG11A	"mouse, laboratory"	Zyg11a
66298	human	MKRN2OS	"mouse, laboratory"	Mkrn2os
66300	human	ARHGEF5	"mouse, laboratory"	Arhgef5
66302	human	FAT1	"mouse, laboratory"	Fat1
66313	human	TMEM185A	"mouse, laboratory"	Tmem185a
66327	human	SKIDA1	"mouse, laboratory"	Skida1
66336	human	PABPC4L	"mouse, laboratory"	Pabpc4l
66345	human	COL28A1	"mouse, laboratory"	Col28a1
66368	human	RNF217	"mouse, laboratory"	Rnf217
66379	human	LURAP1	"mouse, laboratory"	Lurap1
66393	human	FBXO43	"mouse, laboratory"	Fbxo43
66455	human	OR52L1	"mouse, laboratory"	Olfr685
66459	human	OR51B6	"mouse, laboratory"	Olfr65
66579	human	OR1J1	"mouse, laboratory"	Olfr3
66599	human	ANO4	"mouse, laboratory"	Ano4
66605	human	FAM135B	"mouse, laboratory"	Fam135b
66610	human	KRT80	"mouse, laboratory"	Krt80
66630	human	PLXNB2	"mouse, laboratory"	Plxnb2
66636	human	RBM44	"mouse, laboratory"	Rbm44
66637	human	KLHDC9	"mouse, laboratory"	Klhdc9
66646	human	DDHD2	"mouse, laboratory"	Ddhd2
66746	human	ZCCHC24	"mouse, laboratory"	Zcchc24
66924	human	TRIM72	"mouse, laboratory"	Trim72
66935	human	SP9	"mouse, laboratory"	Sp9
66961	human	PDE4DIP	"mouse, laboratory"	Pde4dip
66969	human	LIPN	"mouse, laboratory"	Lipn
66971	human	BPIFB4	"mouse, laboratory"	Bpifb4
66992	human	TMEM250	"mouse, laboratory"	Tmem250-ps
67014	human	TEX36	"mouse, laboratory"	Tex36
67023	human	FAM149B1	"mouse, laboratory"	Fam149b
67036	human	PRR23A	"mouse, laboratory"	Prr23a3
67062	human	OR6Y1	"mouse, laboratory"	Olfr220
67083	human	ANO9	"mouse, laboratory"	Ano9
67089	human	NEMP2	"mouse, laboratory"	Nemp2
67092	human	MDC1	"mouse, laboratory"	Mdc1
67109	human	LNP1	"mouse, laboratory"	Lnp1
67120	human	TICRR	"mouse, laboratory"	Ticrr
67131	human	DNAH1	"mouse, laboratory"	Dnah1
67159	human	CCDC146	"mouse, laboratory"	Ccdc146
67175	human	ERICH6B	"mouse, laboratory"	Erich6b
67184	human	FAM110D	"mouse, laboratory"	Fam110d
67424	human	SERINC4	"mouse, laboratory"	Serinc4
67425	human	AHNAK	"mouse, laboratory"	Ahnak
67734	human	CBY3	"mouse, laboratory"	Cby3
67746	human	FABP12	"mouse, laboratory"	Fabp12
67775	human	NMS	"mouse, laboratory"	Nms
67804	human	EPHA10	"mouse, laboratory"	Epha10
67808	human	IQCF6	"mouse, laboratory"	Iqcf6
67934	human	AK9	"mouse, laboratory"	Ak9
67970	human	SDHAF1	"mouse, laboratory"	Sdhaf1
67991	human	SAMD3	"mouse, laboratory"	Samd3
68031	human	C3	"mouse, laboratory"	C3
68033	human	COL4A3	"mouse, laboratory"	Col4a3
68035	human	CYP1B1	"mouse, laboratory"	Cyp1b1
68040	human	GBA	"mouse, laboratory"	Gba
68042	human	LCAT	"mouse, laboratory"	Lcat
68044	human	MYH7	"mouse, laboratory"	Myh7
68045	human	RHAG	"mouse, laboratory"	Rhag
68046	human	RLBP1	"mouse, laboratory"	Rlbp1
68047	human	SLC2A2	"mouse, laboratory"	Slc2a2
68048	human	ABCC8	"mouse, laboratory"	Abcc8
68049	human	TCOF1	"mouse, laboratory"	Tcof1
68050	human	TNNT2	"mouse, laboratory"	Tnnt2
68051	human	AQP1	"mouse, laboratory"	Aqp1
68052	human	ABCC2	"mouse, laboratory"	Abcc2
68053	human	CTSK	"mouse, laboratory"	Ctsk
68054	human	CYBB	"mouse, laboratory"	Cybb
68057	human	MAT1A	"mouse, laboratory"	Mat1a
68058	human	PON1	"mouse, laboratory"	Pon1
68060	human	AMH	"mouse, laboratory"	Amh
68062	human	CYP1A1	"mouse, laboratory"	Cyp1a1
68063	human	CYP21A2	"mouse, laboratory"	Cyp21a1
68064	human	OPN1LW	"mouse, laboratory"	Opn1mw
68066	human	HBB	"mouse, laboratory"	Hbb-bt
68068	human	RHO	"mouse, laboratory"	Rho
68069	human	RYR1	"mouse, laboratory"	Ryr1
68070	human	SERPINE1	"mouse, laboratory"	Serpine1
68073	human	HTR2A	"mouse, laboratory"	Htr2a
68074	human	CXCR1	"mouse, laboratory"	Cxcr1
68076	human	ADH5	"mouse, laboratory"	Adh5
68078	human	ADRA1A	"mouse, laboratory"	Adra1a
68080	human	ALDH1A3	"mouse, laboratory"	Aldh1a3
68081	human	ATP4A	"mouse, laboratory"	Atp4a
68082	human	CYP1A2	"mouse, laboratory"	Cyp1a2
68089	human	CYP2E1	"mouse, laboratory"	Cyp2e1
68091	human	CYP2J2	"mouse, laboratory"	Cyp2j6
68094	human	CYP24A1	"mouse, laboratory"	Cyp24a1
68095	human	HPGD	"mouse, laboratory"	Hpgd
68096	human	IMPDH1	"mouse, laboratory"	Impdh1
68097	human	KLKB1	"mouse, laboratory"	Klkb1
68099	human	PPP3R1	"mouse, laboratory"	Ppp3r1
68100	human	RARB	"mouse, laboratory"	Rarb
68103	human	RPL23	"mouse, laboratory"	Rpl23
68104	human	RPL18A	"mouse, laboratory"	Rpl18a
68105	human	RPL19	"mouse, laboratory"	Rpl19
68110	human	RPL37	"mouse, laboratory"	Rpl37
68119	human	SLC35D2	"mouse, laboratory"	Slc35d2
68120	human	HEXD	"mouse, laboratory"	Hexdc
68122	human	ZSCAN22	"mouse, laboratory"	Zscan22
68125	human	AP3B1	"mouse, laboratory"	Ap3b1
68126	human	TLR9	"mouse, laboratory"	Tlr9
68127	human	CPB1	"mouse, laboratory"	Cpb1
68134	human	KCNC1	"mouse, laboratory"	Kcnc1
68136	human	DUOX1	"mouse, laboratory"	Duox1
68139	human	LIPF	"mouse, laboratory"	Lipf
68141	human	KLK3	"mouse, laboratory"	Klk1b9
68142	human	RAB5A	"mouse, laboratory"	Rab5a
68143	human	RAN	"mouse, laboratory"	Ran
68144	human	UGT2B17	"mouse, laboratory"	Ugt2b1
68145	human	RPS9	"mouse, laboratory"	Rps9
68148	human	RPS24	"mouse, laboratory"	Rps24
68150	human	RPS28	"mouse, laboratory"	Rps28
68151	human	RYR3	"mouse, laboratory"	Ryr3
68153	human	TF	"mouse, laboratory"	Trf
68154	human	TKT	"mouse, laboratory"	Tkt
68159	human	AOC1	"mouse, laboratory"	Aoc1
68163	human	ANPEP	"mouse, laboratory"	Anpep
68164	human	ANXA4	"mouse, laboratory"	Anxa4
68165	human	AOX1	"mouse, laboratory"	Aox1
68166	human	AQP8	"mouse, laboratory"	Aqp8
68168	human	NKX3-2	"mouse, laboratory"	Nkx3-2
68170	human	ENTPD6	"mouse, laboratory"	Entpd6
68171	human	ENTPD3	"mouse, laboratory"	Entpd3
68172	human	CDC6	"mouse, laboratory"	Cdc6
68173	human	CDS1	"mouse, laboratory"	Cds1
68174	human	CHD1	"mouse, laboratory"	Chd1
68175	human	CHD4	"mouse, laboratory"	Chd4
68178	human	DECR1	"mouse, laboratory"	Decr1
68179	human	DNASE2	"mouse, laboratory"	Dnase2a
68184	human	FAAH	"mouse, laboratory"	Faah
68185	human	FMO5	"mouse, laboratory"	Fmo5
68187	human	HDAC2	"mouse, laboratory"	Hdac2
68189	human	HSPB2	"mouse, laboratory"	Hspb2
68190	human	MPPED2	"mouse, laboratory"	Mpped2
68195	human	ARF3	"mouse, laboratory"	Arf3
68196	human	RHOG	"mouse, laboratory"	Rhog
68197	human	ATP12A	"mouse, laboratory"	Atp12a
68198	human	ATP6V1B1	"mouse, laboratory"	Atp6v1b1
68199	human	ATP6V0C	"mouse, laboratory"	Atp6v0c
68200	human	CA5A	"mouse, laboratory"	Car5a
68203	human	CDK1	"mouse, laboratory"	Cdk1
68206	human	CKMT2	"mouse, laboratory"	Ckmt2
68207	human	CLCN4	"mouse, laboratory"	Clcn4
68208	human	CPS1	"mouse, laboratory"	Cps1
68209	human	CRYAB	"mouse, laboratory"	Cryab
68212	human	DDR1	"mouse, laboratory"	Ddr1
68215	human	ENO3	"mouse, laboratory"	Eno3
68216	human	ENPEP	"mouse, laboratory"	Enpep
68219	human	FMO4	"mouse, laboratory"	Fmo4
68220	human	GFPT1	"mouse, laboratory"	Gfpt1
68222	human	GNAL	"mouse, laboratory"	Gnal
68223	human	GOLGA1	"mouse, laboratory"	Golga1
68224	human	GOLGA4	"mouse, laboratory"	Golga4
68226	human	GSPT1	"mouse, laboratory"	Gspt1
68229	human	HAL	"mouse, laboratory"	Hal
68231	human	HLA-DMB	"mouse, laboratory"	H2-DMb2
68242	human	KCNH1	"mouse, laboratory"	Kcnh1
68246	human	KRT32	"mouse, laboratory"	Krt32
68248	human	KRT83	"mouse, laboratory"	Krt83
68249	human	RPSA	"mouse, laboratory"	Rpsa
68256	human	MYH8	"mouse, laboratory"	Myh8
68260	human	NRDC	"mouse, laboratory"	Nrd1
68261	human	NTSR1	"mouse, laboratory"	Ntsr1
68262	human	OR3A2	"mouse, laboratory"	Olfr410
68265	human	PDK2	"mouse, laboratory"	Pdk2
68268	human	PGD	"mouse, laboratory"	Pgd
68269	human	PIK3CG	"mouse, laboratory"	Pik3cg
68270	human	PLS1	"mouse, laboratory"	Pls1
68272	human	PPAT	"mouse, laboratory"	Ppat
68273	human	PPP6C	"mouse, laboratory"	Ppp6c
68275	human	PRPS1	"mouse, laboratory"	Prps1
68279	human	KLK6	"mouse, laboratory"	Klk6
68281	human	RARS1	"mouse, laboratory"	Rars
68282	human	REG1A	"mouse, laboratory"	Reg1
68283	human	RING1	"mouse, laboratory"	Ring1
68285	human	RPA3	"mouse, laboratory"	Rpa3
68287	human	RYK	"mouse, laboratory"	Ryk
68290	human	SCTR	"mouse, laboratory"	Sctr
68293	human	SLC22A2	"mouse, laboratory"	Slc22a2
68295	human	SLC22A5	"mouse, laboratory"	Slc22a5
68296	human	SMARCC1	"mouse, laboratory"	Smarcc1
68297	human	SNRPN	"mouse, laboratory"	Snrpn
68298	human	SOX2	"mouse, laboratory"	Sox2
68300	human	SPINK1	"mouse, laboratory"	Spink1
68302	human	AURKC	"mouse, laboratory"	Aurkc
68303	human	SUPT4H1	"mouse, laboratory"	Supt4a
68304	human	TCEA2	"mouse, laboratory"	Tcea2
68305	human	TM7SF2	"mouse, laboratory"	Tm7sf2
68306	human	DNAJC7	"mouse, laboratory"	Dnajc7
68307	human	UBA52	"mouse, laboratory"	Uba52-ps
68308	human	UBE2A	"mouse, laboratory"	Ube2a
68317	human	ZNF202	"mouse, laboratory"	Zfp202
68318	human	CHIT1	"mouse, laboratory"	Chit1
68320	human	SYN3	"mouse, laboratory"	Syn3
68354	human	SPOP	"mouse, laboratory"	Spop
68355	human	SOAT2	"mouse, laboratory"	Soat2
68363	human	SERPINB7	"mouse, laboratory"	Serpinb7
68364	human	ABCC3	"mouse, laboratory"	Abcc3
68365	human	ADAM21	"mouse, laboratory"	Adam21
68367	human	GMPS	"mouse, laboratory"	Gmps
68368	human	ALDH1A2	"mouse, laboratory"	Aldh1a2
68369	human	FCGBP	"mouse, laboratory"	Fcgbp
68370	human	NAE1	"mouse, laboratory"	Nae1
68371	human	PHOX2B	"mouse, laboratory"	Phox2b
68372	human	USP13	"mouse, laboratory"	Usp13
68374	human	RPS6KB2	"mouse, laboratory"	Rps6kb2
68375	human	RPL14	"mouse, laboratory"	Rpl14
68377	human	RHOB	"mouse, laboratory"	Rhob
68379	human	FABP3	"mouse, laboratory"	Fabp3
68380	human	FKBP1B	"mouse, laboratory"	Fkbp1b
68385	human	RGS6	"mouse, laboratory"	Rgs6
68386	human	GNA14	"mouse, laboratory"	Gna14
68387	human	ALK	"mouse, laboratory"	Alk
68389	human	RUNX2	"mouse, laboratory"	Runx2
68391	human	CDH7	"mouse, laboratory"	Cdh7
68392	human	CLGN	"mouse, laboratory"	Clgn
68393	human	CREBBP	"mouse, laboratory"	Crebbp
68394	human	CTNNA2	"mouse, laboratory"	Ctnna2
68396	human	DMP1	"mouse, laboratory"	Dmp1
68398	human	DYNC1I1	"mouse, laboratory"	Dync1i1
68401	human	GOLGB1	"mouse, laboratory"	Golgb1
68403	human	HSD17B10	"mouse, laboratory"	Hsd17b10
68404	human	NARS1	"mouse, laboratory"	Nars
68408	human	USP9Y	"mouse, laboratory"	Usp9y
68413	human	NUMBL	"mouse, laboratory"	Numbl
68415	human	KL	"mouse, laboratory"	Kl
68417	human	MED26	"mouse, laboratory"	Med26
68418	human	NAPSA	"mouse, laboratory"	Napsa
68419	human	SLC4A8	"mouse, laboratory"	Slc4a8
68420	human	VPS26A	"mouse, laboratory"	Vps26a
68421	human	ENTPD4	"mouse, laboratory"	Entpd4b
68422	human	WTAP	"mouse, laboratory"	Wtap
68426	human	HDAC1	"mouse, laboratory"	Hdac1
68427	human	KCNC4	"mouse, laboratory"	Kcnc4
68428	human	LIMS1	"mouse, laboratory"	Lims1
68430	human	SERPINB10	"mouse, laboratory"	Serpinb10
68433	human	RAC3	"mouse, laboratory"	Rac3
68434	human	RPL3L	"mouse, laboratory"	Rpl3l
68437	human	SLC27A4	"mouse, laboratory"	Slc27a4
68439	human	GFPT2	"mouse, laboratory"	Gfpt2
68440	human	SLC23A2	"mouse, laboratory"	Slc23a2
68441	human	MED12	"mouse, laboratory"	Med12
68442	human	NUP153	"mouse, laboratory"	Nup153
68444	human	SCO2	"mouse, laboratory"	Sco2
68445	human	ANXA3	"mouse, laboratory"	Anxa3
68446	human	ACTC1	"mouse, laboratory"	Actc1
68447	human	APLP1	"mouse, laboratory"	Aplp1
68449	human	GATA6	"mouse, laboratory"	Gata6
68450	human	GGT1	"mouse, laboratory"	Ggt1
68451	human	GNB2	"mouse, laboratory"	Gnb2
68454	human	PDIA3	"mouse, laboratory"	Pdia3
68455	human	H1-2	"mouse, laboratory"	H1f2
68456	human	H1-3	"mouse, laboratory"	H1f3
68461	human	HAS3	"mouse, laboratory"	Has3
68463	human	HIP1	"mouse, laboratory"	Hip1
68464	human	HSP90AA1	"mouse, laboratory"	Hsp90aa1
68468	human	PLXNB3	"mouse, laboratory"	Plxnb3
68471	human	HSD11B1	"mouse, laboratory"	Hsd11b1
68473	human	HSPG2	"mouse, laboratory"	Hspg2
68475	human	PPP3CC	"mouse, laboratory"	Ppp3cc
68477	human	TAF12	"mouse, laboratory"	Taf12
68478	human	NELFA	"mouse, laboratory"	Nelfa
68479	human	REEP5	"mouse, laboratory"	Reep5
68480	human	ZNF239	"mouse, laboratory"	Zfp239
68482	human	ULK3	"mouse, laboratory"	Ulk3
68483	human	ACTR3	"mouse, laboratory"	Actr3
68487	human	DDX39A	"mouse, laboratory"	Ddx39a
68489	human	CD96	"mouse, laboratory"	Cd96
68490	human	STAM2	"mouse, laboratory"	Stam2
68494	human	PTK6	"mouse, laboratory"	Ptk6
68496	human	TUBA4A	"mouse, laboratory"	Tuba4a
68498	human	TUBA1A	"mouse, laboratory"	Tuba1a
68501	human	NMUR1	"mouse, laboratory"	Nmur1
68503	human	TUBB3	"mouse, laboratory"	Tubb3
68504	human	TUBB4B	"mouse, laboratory"	Tubb4b
68505	human	DDR2	"mouse, laboratory"	Ddr2
68506	human	PCBP1	"mouse, laboratory"	Pcbp1
68508	human	PHKG1	"mouse, laboratory"	Phkg1
68509	human	POU3F3	"mouse, laboratory"	Pou3f3
68515	human	MYL12B	"mouse, laboratory"	Myl12a
68516	human	ERF	"mouse, laboratory"	Erf
68517	human	REG1B	"mouse, laboratory"	Reg2
68520	human	SLC2A1	"mouse, laboratory"	Slc2a1
68522	human	RRAGA	"mouse, laboratory"	Rraga
68524	human	HSPA8	"mouse, laboratory"	Hspa8
68525	human	HBS1L	"mouse, laboratory"	Hbs1l
68527	human	WASF3	"mouse, laboratory"	Wasf3
68528	human	HPSE	"mouse, laboratory"	Hpse
68530	human	CDH10	"mouse, laboratory"	Cdh10
68531	human	SLC20A2	"mouse, laboratory"	Slc20a2
68532	human	ILVBL	"mouse, laboratory"	Ilvbl
68533	human	KDELR3	"mouse, laboratory"	Kdelr3
68535	human	SHOX2	"mouse, laboratory"	Shox2
68536	human	IFNA4	"mouse, laboratory"	Ifnab
68540	human	BTNL9	"mouse, laboratory"	Btnl9
68543	human	RPL10A	"mouse, laboratory"	Rpl10a
68546	human	OR2H2	"mouse, laboratory"	Olfr90
68548	human	POMT1	"mouse, laboratory"	Pomt1
68549	human	KLF8	"mouse, laboratory"	Klf8
68550	human	GABARAPL2	"mouse, laboratory"	Gabarapl2
68559	human	PPP2R1A	"mouse, laboratory"	Ppp2r1a
68564	human	HSPA2	"mouse, laboratory"	Hspa2
68641	human	COQ4	"mouse, laboratory"	Coq4
68691	human	RAB11B	"mouse, laboratory"	Rab11b
68701	human	SEH1L	"mouse, laboratory"	Seh1l
68707	human	TMED9	"mouse, laboratory"	Tmed9
68719	human	RAP1B	"mouse, laboratory"	Rap1b
68728	human	RPF1	"mouse, laboratory"	Rpf1
68766	human	HIPK2	"mouse, laboratory"	Hipk2
68773	human	NUP62	"mouse, laboratory"	Nup62
68784	human	FBXL20	"mouse, laboratory"	Fbxl20
68806	human	SLC25A34	"mouse, laboratory"	Slc25a34
68807	human	SEC14L4	"mouse, laboratory"	Sec14l4
68813	human	OSBPL8	"mouse, laboratory"	Osbpl8
68830	human	RPL10L	"mouse, laboratory"	Rpl10l
68832	human	GPT2	"mouse, laboratory"	Gpt2
68886	human	PPP4R3B	"mouse, laboratory"	Ppp4r3b
68891	human	IMP4	"mouse, laboratory"	Imp4
68893	human	ALG11	"mouse, laboratory"	Alg11
68944	human	AMMECR1	"mouse, laboratory"	Ammecr1
68973	human	DDX11	"mouse, laboratory"	Ddx11
68982	human	CCNB1	"mouse, laboratory"	Ccnb1-ps
68986	human	RHOA	"mouse, laboratory"	Rhoa
68990	human	DMBT1	"mouse, laboratory"	Dmbt1
68992	human	GRIK1	"mouse, laboratory"	Grik1
68997	human	AP2A1	"mouse, laboratory"	Ap2a1
68998	human	ARX	"mouse, laboratory"	Arx
69006	human	ELOVL3	"mouse, laboratory"	Elovl3
69013	human	MARK2	"mouse, laboratory"	Mark2
69015	human	GAS7	"mouse, laboratory"	Gas7
69017	human	GRID1	"mouse, laboratory"	Grid1
69021	human	INPP5B	"mouse, laboratory"	Inpp5b
69022	human	KIF4A	"mouse, laboratory"	Kif4
69027	human	NMT1	"mouse, laboratory"	Nmt1
69028	human	NXN	"mouse, laboratory"	Nxn
69032	human	PIP5K1C	"mouse, laboratory"	Pip5k1c
69034	human	BPIFA2	"mouse, laboratory"	Bpifa2
69035	human	RAC1	"mouse, laboratory"	Rac1
69045	human	TUBA1C	"mouse, laboratory"	Tuba1c
69047	human	ZFP28	"mouse, laboratory"	Zfp28
69050	human	ZFP92	"mouse, laboratory"	Zfp92
69058	human	CKMT1B	"mouse, laboratory"	Ckmt1
69065	human	FGFR1	"mouse, laboratory"	Fgfr1
69067	human	GAB2	"mouse, laboratory"	Gab2
69070	human	GLRA4	"mouse, laboratory"	Glra4
69077	human	MAPKAPK5	"mouse, laboratory"	Mapkapk5
69079	human	MYEF2	"mouse, laboratory"	Myef2
69080	human	MYL6	"mouse, laboratory"	Myl6
69087	human	PURB	"mouse, laboratory"	Purb
69089	human	SIX4	"mouse, laboratory"	Six4
69090	human	SLC8A1	"mouse, laboratory"	Slc8a1
69099	human	TUBB	"mouse, laboratory"	Tubb5
69101	human	FMNL3	"mouse, laboratory"	Fmnl3
69102	human	ZNF717	"mouse, laboratory"	Zfp39
69103	human	IKZF4	"mouse, laboratory"	Ikzf4
69105	human	CA14	"mouse, laboratory"	Car14
69108	human	ESRRB	"mouse, laboratory"	Esrrb
69109	human	MAPKBP1	"mouse, laboratory"	Mapkbp1
69110	human	MAP3K3	"mouse, laboratory"	Map3k3
69111	human	PCLO	"mouse, laboratory"	Pclo
69113	human	ASNS	"mouse, laboratory"	Asns
69117	human	HYAL4	"mouse, laboratory"	Hyal4
69120	human	ARHGAP45	"mouse, laboratory"	Arhgap45
69121	human	FBXL7	"mouse, laboratory"	Fbxl7
69125	human	SLC13A4	"mouse, laboratory"	Slc13a4
69131	human	ATP2A3	"mouse, laboratory"	Atp2a3
69132	human	VPS4A	"mouse, laboratory"	Vps4a
69134	human	ANKRD11	"mouse, laboratory"	Ankrd11
69140	human	GNB4	"mouse, laboratory"	Gnb4
69145	human	SH2D3C	"mouse, laboratory"	Sh2d3c
69149	human	HSD3B2	"mouse, laboratory"	Hsd3b1
69150	human	PSTPIP2	"mouse, laboratory"	Pstpip2
69152	human	OPN4	"mouse, laboratory"	Opn4
69153	human	HACD1	"mouse, laboratory"	Hacd1
69156	human	COA3	"mouse, laboratory"	Coa3
69159	human	CNTNAP2	"mouse, laboratory"	Cntnap2
69161	human	DYNLRB1	"mouse, laboratory"	Dynlrb1
69164	human	SRPK3	"mouse, laboratory"	Srpk3
69165	human	VPS41	"mouse, laboratory"	Vps41
69167	human	RNF115	"mouse, laboratory"	Rnf115
69169	human	SULT1B1	"mouse, laboratory"	Sult1b1
69170	human	SLC2A8	"mouse, laboratory"	Slc2a8
69171	human	DHX34	"mouse, laboratory"	Dhx34
69174	human	MON1B	"mouse, laboratory"	Mon1b
69175	human	ABLIM3	"mouse, laboratory"	Ablim3
69180	human	WWC1	"mouse, laboratory"	Wwc1
69182	human	SASH1	"mouse, laboratory"	Sash1
69183	human	PUM2	"mouse, laboratory"	Pum2
69186	human	DAAM2	"mouse, laboratory"	Daam2
69187	human	CNOT6	"mouse, laboratory"	Cnot6
69188	human	ERC2	"mouse, laboratory"	Erc2
69190	human	NBEA	"mouse, laboratory"	Nbea
69192	human	COQ2	"mouse, laboratory"	Coq2
69193	human	GEMIN4	"mouse, laboratory"	Gemin4
69194	human	ATP9A	"mouse, laboratory"	Atp9a
69197	human	RPS27L	"mouse, laboratory"	Rps27l
69198	human	MRPL2	"mouse, laboratory"	Mrpl2
69199	human	ADIPOR1	"mouse, laboratory"	Adipor1
69200	human	SLC25A39	"mouse, laboratory"	Slc25a39
69202	human	ASB2	"mouse, laboratory"	Asb2
69205	human	VPS28	"mouse, laboratory"	Vps28
69207	human	CYB5R4	"mouse, laboratory"	Cyb5r4
69208	human	ACSL5	"mouse, laboratory"	Acsl5
69209	human	HSD17B11	"mouse, laboratory"	Hsd17b11
69212	human	CAB39	"mouse, laboratory"	Cab39
69215	human	COPZ2	"mouse, laboratory"	Copz2
69216	human	TUBG2	"mouse, laboratory"	Tubg2
69217	human	PHF7	"mouse, laboratory"	Phf7
69218	human	CILK1	"mouse, laboratory"	Cilk1
69220	human	RAB8B	"mouse, laboratory"	Rab8b
69222	human	SLC15A3	"mouse, laboratory"	Slc15a3
69231	human	ZNF316	"mouse, laboratory"	Zfp316
69234	human	KLHDC4	"mouse, laboratory"	Klhdc4
69235	human	KIF27	"mouse, laboratory"	Kif27
69236	human	SLC2A6	"mouse, laboratory"	Slc2a6
69237	human	DYM	"mouse, laboratory"	Dym
69238	human	GIN1	"mouse, laboratory"	Gin1
69239	human	CYP2W1	"mouse, laboratory"	Cyp2w1
69240	human	OSBPL10	"mouse, laboratory"	Osbpl10
69242	human	ACSM5	"mouse, laboratory"	Acsm5
69243	human	URGCP	"mouse, laboratory"	Urgcp
69244	human	KDM4D	"mouse, laboratory"	Kdm4d
69245	human	RBM22	"mouse, laboratory"	Rbm22
69247	human	FAR2	"mouse, laboratory"	Far2
69251	human	UEVLD	"mouse, laboratory"	Uevld
69254	human	MCTP2	"mouse, laboratory"	Mctp2
69255	human	PECR	"mouse, laboratory"	Pecr
69258	human	CHST12	"mouse, laboratory"	Chst12
69259	human	CPXM2	"mouse, laboratory"	Cpxm2
69262	human	PCDHGA2	"mouse, laboratory"	Pcdhga2
69263	human	PCDHGA5	"mouse, laboratory"	Pcdhga5
69266	human	PCDHB2	"mouse, laboratory"	Pcdhb2
69268	human	SMOX	"mouse, laboratory"	Smox
69270	human	EPB41L4B	"mouse, laboratory"	Epb41l4b
69288	human	RPS6KA4	"mouse, laboratory"	Rps6ka4
69290	human	SLC2A9	"mouse, laboratory"	Slc2a9
69293	human	AGPAT4	"mouse, laboratory"	Agpat4
